source_file	inc_type	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
RefSeq_NZ_CP065462.1	IncFII	NA	RefSeq_NZ_CP065462.1	166360	166707	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTX	116	116	100.00	100.00	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
RefSeq_NZ_CP065462.1	IncFII	NA	RefSeq_NZ_CP065462.1	176249	179035	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTX	929	949	97.89	99.25	929	ASF80763.1	heat shock survival AAA family ATPase ClpK	NA	NA
RefSeq_NZ_CP065462.1	IncFII	NA	RefSeq_NZ_CP065462.1	179162	179728	-	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT	NA	NA	EXACTX	189	189	100.00	100.00	189	CDY80020.1	small heat shock protein sHSP20	NA	NA
RefSeq_NZ_CP065466.1	IncFII	NA	RefSeq_NZ_CP065466.1	31708	32139	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
RefSeq_NZ_CP065466.1	IncFII	NA	RefSeq_NZ_CP065466.1	32211	32558	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
RefSeq_NZ_CP065466.1	IncFII	NA	RefSeq_NZ_CP065466.1	32575	32847	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
RefSeq_NZ_CP065466.1	IncFII	NA	RefSeq_NZ_CP065466.1	32886	33305	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
RefSeq_NZ_CP065466.1	IncFII	NA	RefSeq_NZ_CP065466.1	40279	41157	+	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.00	100.00	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NA	NA
RefSeq_NZ_CP065466.1	IncFII	NA	RefSeq_NZ_CP065466.1	47238	48110	-	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
RefSeq_NZ_CP065466.1	IncFII	NA	RefSeq_NZ_CP065466.1	92834	94030	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_012579085.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	2963	4198	-	mrx(A)	phosphorylated macrolide efflux MFS transporter Mrx(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTX	412	412	100.00	100.00	412	WP_000004159.1	phosphorylated macrolide efflux MFS transporter Mrx(A)	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	4198	5100	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTX	301	301	100.00	100.00	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	6077	6889	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018329.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	9366	10178	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	12687	13898	-	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.00	100.00	404	WP_000214121.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	15908	16765	-	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.00	100.00	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	20026	20883	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	21337	22170	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	23382	24023	-	qnrB4	quinolone resistance pentapeptide repeat protein QnrB4	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	214	214	100.00	100.00	214	WP_017900990.1	quinolone resistance pentapeptide repeat protein QnrB4	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	28150	29286	-	blaDHA-1	extended-spectrum class C beta-lactamase DHA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	379	379	100.00	100.00	379	WP_004236386.1	extended-spectrum class C beta-lactamase DHA-1	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	30582	30866	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIALX	95	115	82.61	95.79	95	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	87303	87725	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTX	141	141	100.00	97.16	141	BAA24824.1	glutaredoxin-dependent arsenate reductase	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	87741	89027	-	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	429	429	100.00	98.83	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	89078	90826	-	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	583	583	100.00	96.23	583	BAA24822.1	arsenite efflux transporter ATPase subunit ArsA	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	90847	91206	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.00	92.50	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	91257	91604	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTX	116	116	100.00	91.38	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	136399	137595	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	144100	144594	+	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.00	100.00	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	145005	145793	+	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	145960	146304	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
RefSeq_NZ_CP065470.1	IncFII	NA	RefSeq_NZ_CP065470.1	146301	147137	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
RefSeq_NZ_CP065556.1	IncFII	NA	RefSeq_NZ_CP065556.1	36038	36361	+	dfrA	trimethoprim-resistant dihydrofolate reductase DfrA	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	PARTIALX	108	157	68.79	94.44	108	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
RefSeq_NZ_CP065556.1	IncFII	NA	RefSeq_NZ_CP065556.1	40821	41633	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
RefSeq_NZ_CP065556.1	IncFII	NA	RefSeq_NZ_CP065556.1	47149	48012	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	288	399	72.18	99.31	288	WP_000804063.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_CP065557.1	IncFII	NA	RefSeq_NZ_CP065557.1	4059	4724	+	blaKPC	KPC family carbapenem-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	PARTIALX	222	293	75.77	90.09	222	WP_394294902.1	carbapenem-hydrolyzing class A beta-lactamase KPC-236	NA	NA
RefSeq_NZ_CP065557.1	IncFII	NA	RefSeq_NZ_CP065557.1	14973	15518	-	blaSHV	SHV family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	182	286	63.64	98.90	182	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	NA	NA
RefSeq_NZ_CP065557.1	IncFII	NA	RefSeq_NZ_CP065557.1	69002	69433	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
RefSeq_NZ_CP065557.1	IncFII	NA	RefSeq_NZ_CP065557.1	69505	69789	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	PARTIALX	95	116	81.90	100.00	95	AAB59075.1	mercuric transport protein MerT	NA	NA
RefSeq_NZ_CP065557.1	IncFII	NA	RefSeq_NZ_CP065557.1	70246	70524	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	PARTIALX	93	140	66.43	100.00	93	AAC33908.1	organomercurial transporter MerC	NA	NA
RefSeq_NZ_CP065638.1	IncFII	NA	RefSeq_NZ_CP065638.1	4453	4920	+	mltE	transglycosylase SLT domain-containing protein MltE	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	156	156	100.00	100.00	156	AAL23542.1	transglycosylase SLT domain-containing protein MltE	NA	NA
RefSeq_NZ_CP065638.1	IncFII	NA	RefSeq_NZ_CP065638.1	35086	36858	+	spvB	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	591	591	100.00	100.00	591	AAL23530.1	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	NA	NA
RefSeq_NZ_CP065638.1	IncFII	NA	RefSeq_NZ_CP065638.1	38129	38776	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
RefSeq_NZ_CP065638.1	IncFII	NA	RefSeq_NZ_CP065638.1	50959	51474	+	pefA	major pilin PefA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	172	172	100.00	100.00	172	AAC36959.1	major pilin PefA	NA	NA
RefSeq_NZ_CP065638.1	IncFII	NA	RefSeq_NZ_CP065638.1	59497	60051	+	rcK	complement resistance protein Rck	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	185	185	100.00	100.00	185	AAC36968.1	complement resistance protein Rck	NA	NA
RefSeq_NZ_CP065638.1	IncFII	NA	RefSeq_NZ_CP065638.1	75042	75770	-	traT	conjugal transfer complement resistance protein TraT	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	243	243	100.00	100.00	243	AAL23506.1	conjugal transfer complement resistance protein TraT	NA	NA
RefSeq_NZ_CP065719.1	IncFII	NA	RefSeq_NZ_CP065719.1	11872	12600	+	traT	conjugal transfer complement resistance protein TraT	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	243	243	100.00	100.00	243	AAL23506.1	conjugal transfer complement resistance protein TraT	NA	NA
RefSeq_NZ_CP065719.1	IncFII	NA	RefSeq_NZ_CP065719.1	27591	28145	-	rcK	complement resistance protein Rck	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	185	185	100.00	100.00	185	AAC36968.1	complement resistance protein Rck	NA	NA
RefSeq_NZ_CP065719.1	IncFII	NA	RefSeq_NZ_CP065719.1	36168	36683	-	pefA	major pilin PefA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	172	172	100.00	100.00	172	AAC36959.1	major pilin PefA	NA	NA
RefSeq_NZ_CP065719.1	IncFII	NA	RefSeq_NZ_CP065719.1	48866	49513	-	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
RefSeq_NZ_CP065719.1	IncFII	NA	RefSeq_NZ_CP065719.1	50784	52556	-	spvB	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	591	591	100.00	100.00	591	AAL23530.1	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	NA	NA
RefSeq_NZ_CP065719.1	IncFII	NA	RefSeq_NZ_CP065719.1	82722	83189	-	mltE	transglycosylase SLT domain-containing protein MltE	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	156	156	100.00	100.00	156	AAL23542.1	transglycosylase SLT domain-containing protein MltE	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	6380	6808	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.00	92.31	143	AAD11743.1	silver-binding protein SilE	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	7062	8534	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	491	491	100.00	98.57	491	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	8530	9207	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	226	226	100.00	98.23	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	9397	10779	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	461	461	100.00	99.35	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	10811	11161	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.00	99.15	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	11278	12567	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.00	97.91	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	12581	15724	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.00	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	16360	18825	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	20809	22623	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	EXACTX	605	605	100.00	100.00	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	22632	23519	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.00	100.00	296	CAA58526.1	copper-binding protein PcoB	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	23562	23939	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.00	100.00	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	23947	24873	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.00	99.68	309	CAA58528.1	copper resistance inner membrane protein PcoD	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	24931	25608	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.00	100.00	226	CAA58529.1	copper response regulator transcription factor PcoR	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	25608	27005	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.00	99.57	466	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	27226	27657	+	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.00	97.92	144	CAA58532.1	copper resistance system metallochaperone PcoE	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	33210	33632	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTX	141	141	100.00	99.29	141	BAA24824.1	glutaredoxin-dependent arsenate reductase	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	33648	34934	-	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	429	429	100.00	98.83	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	34985	36733	-	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	583	583	100.00	98.63	583	BAA24822.1	arsenite efflux transporter ATPase subunit ArsA	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	36754	37113	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.00	90.83	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD	NA	NA
RefSeq_NZ_CP065839.1	IncFII	NA	RefSeq_NZ_CP065839.1	37168	37515	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTX	116	116	100.00	98.28	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
RefSeq_NZ_CP065891.1	IncFII	NA	RefSeq_NZ_CP065891.1	11134	11781	-	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
RefSeq_NZ_CP065891.1	IncFII	NA	RefSeq_NZ_CP065891.1	13051	14823	-	spvB	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	591	591	100.00	99.66	591	AAL23530.1	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	NA	NA
RefSeq_NZ_CP065891.1	IncFII	NA	RefSeq_NZ_CP065891.1	34176	34904	+	traT	conjugal transfer complement resistance protein TraT	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	243	243	100.00	97.94	243	AAL23506.1	conjugal transfer complement resistance protein TraT	NA	NA
RefSeq_NZ_CP065891.1	IncFII	NA	RefSeq_NZ_CP065891.1	48421	48936	-	pefA	major pilin PefA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	172	172	100.00	88.37	172	AAC36959.1	major pilin PefA	NA	NA
RefSeq_NZ_CP065952.1	IncFII	NA	RefSeq_NZ_CP065952.1	5660	6532	+	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
RefSeq_NZ_CP065952.1	IncFII	NA	RefSeq_NZ_CP065952.1	18049	18906	-	blaSHV-12	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEFIDEROCOL/CEPHALOSPORIN	ALLELEX	286	286	100.00	100.00	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	NA	NA
RefSeq_NZ_CP065952.1	IncFII	NA	RefSeq_NZ_CP065952.1	25794	26672	-	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.00	100.00	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NA	NA
RefSeq_NZ_CP065952.1	IncFII	NA	RefSeq_NZ_CP065952.1	86277	86915	-	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	213	213	100.00	100.00	213	WP_001011939.1	type A-2 chloramphenicol O-acetyltransferase CatII	NA	NA
RefSeq_NZ_CP066011.1	IncFII	NA	RefSeq_NZ_CP066011.1	25451	27223	+	spvB	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	591	591	100.00	100.00	591	AAL23530.1	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	NA	NA
RefSeq_NZ_CP066011.1	IncFII	NA	RefSeq_NZ_CP066011.1	28493	29140	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
RefSeq_NZ_CP066011.1	IncFII	NA	RefSeq_NZ_CP066011.1	41332	41847	+	pefA	major pilin PefA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	172	172	100.00	100.00	172	AAC36959.1	major pilin PefA	NA	NA
RefSeq_NZ_CP066011.1	IncFII	NA	RefSeq_NZ_CP066011.1	49870	50424	+	rcK	complement resistance protein Rck	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	185	185	100.00	100.00	185	AAC36968.1	complement resistance protein Rck	NA	NA
RefSeq_NZ_CP066011.1	IncFII	NA	RefSeq_NZ_CP066011.1	65334	66062	-	traT	conjugal transfer complement resistance protein TraT	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	243	243	100.00	100.00	243	AAL23506.1	conjugal transfer complement resistance protein TraT	NA	NA
RefSeq_NZ_CP066011.1	IncFII	NA	RefSeq_NZ_CP066011.1	88678	89145	+	mltE	transglycosylase SLT domain-containing protein MltE	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	156	156	100.00	99.36	156	AAL23542.1	transglycosylase SLT domain-containing protein MltE	NA	NA
