plasmid_id	length_bp	inc_type	inc_confidence	is_novel
NZ_AP027609.1	3264	IncX1	100.0	False
NZ_AP027610.1	2579	IncN	60.0	False
NZ_AP027611.1	1572	ColRNAI	62.3	False
NZ_AP027613.1	63700	IncI2	100.0	False
NZ_AP027614.1	4073	IncX1	58.1	False
NZ_AP027615.1	3372	ColRNAI	81.1	False
NZ_AP027616.1	2911	IncA	39.6	True
NZ_AP027617.1	1896	IncC	40.2	False
NZ_AP027618.1	1551	IncFII	60.0	False
NZ_AP027620.1	93143	IncFIB	32.5	True
NZ_AP027621.1	51444	IncN	60.8	False
NZ_AP027623.1	84338	IncN	59.9	False
NZ_AP027624.1	59707	IncI2	100.0	False
NZ_AP027625.1	3180	IncX3	80.1	False
NZ_AP027627.1	213033	IncX1	40.5	False
NZ_AP027628.1	126072	IncX1	34.6	True
NZ_AP027629.1	12049	repPae_small	100.0	False
NZ_AP027630.1	7127	repPae_small	57.3	False
NZ_AP027631.1	1943	IncX1	100.0	False
NZ_AP027633.1	200003	IncX1	68.1	False
NZ_AP027635.1	63059	IncFII	100.0	False
NZ_AP027636.1	60733	IncI2	100.0	False
NZ_AP027638.1	237772	IncHI1	53.3	False
NZ_AP027640.1	272804	IncN	36.8	True
NZ_AP027641.1	64042	IncX1	100.0	False
NZ_AP027643.1	120374	IncN	42.0	False
NZ_AP027644.1	59699	IncI2	86.5	False
NZ_AP027645.1	9092	IncFII	81.7	False
NZ_AP027646.1	3916	IncX1	39.4	True
NZ_AP027647.1	2699	IncN	79.6	False
NZ_AP027649.1	209316	IncX1	63.4	False
NZ_AP027650.1	18382	IncX1	100.0	False
NZ_AP027651.1	9092	IncFII	80.1	False
NZ_AP027653.1	171025	IncFII	100.0	False
NZ_AP027654.1	116456	IncI	66.3	False
NZ_AP027655.1	60550	IncI2	100.0	False
NZ_AP027656.1	6647	ColE	64.0	False
NZ_AP027657.1	5093	IncFII	100.0	False
NZ_AP027658.1	4963	IncFII	100.0	False
NZ_AP027659.1	4732	IncFII	100.0	False
NZ_AP027660.1	4634	IncFII	57.1	False
NZ_AP027661.1	4051	IncX1	100.0	False
NZ_AP027662.1	3372	ColRNAI	81.0	False
NZ_AP027663.1	2313	IncX1	79.9	False
NZ_AP027664.1	1983	ColRNAI	100.0	False
NZ_AP027665.1	1506	IncX3	79.8	False
NZ_AP027667.1	120374	IncN	42.0	False
NZ_AP027668.1	61575	IncI2	100.0	False
NZ_AP027669.1	45537	IncX3	80.1	False
NZ_AP027670.1	9092	IncFII	81.6	False
NZ_AP027671.1	3916	IncX1	39.4	True
NZ_AP027672.1	2699	IncFII	80.2	False
NZ_AP027674.1	191304	IncF	42.1	False
NZ_AP027675.1	60961	IncI2	100.0	False
NZ_AP027677.1	237772	IncHI1	53.3	False
NZ_AP027678.1	87954	IncX1	61.2	False
NZ_AP027680.1	222322	IncN	78.7	False
NZ_AP027681.1	103633	IncX1	37.7	True
NZ_AP027682.1	60961	IncI2	100.0	False
NZ_AP027683.1	5523	IncFII	100.0	False
NZ_AP027684.1	3397	IncN	60.1	False
NZ_AP027686.1	159684	IncN	39.2	True
NZ_AP027687.1	114901	IncFII	79.4	False
NZ_AP027688.1	90539	IncN	41.5	False
NZ_AP027689.1	51832	IncN	55.6	False
NZ_AP027690.1	3372	ColRNAI	81.0	False
NZ_AP027691.1	1943	IncX1	80.0	False
NZ_AP027692.1	1934	IncFII	65.0	False
NZ_AP027693.1	1464	IncX1	60.4	False
NZ_AP027695.1	209317	IncX1	63.4	False
NZ_AP027696.1	5789	IncX3	78.7	False
NZ_AP027698.1	112065	IncHI1	48.4	False
NZ_AP027699.1	60960	IncI2	100.0	False
NZ_AP027700.1	12565	repPae_small	100.0	False
NZ_AP027701.1	6768	IncFII	59.4	False
NZ_AP027702.1	5286	IncFII	60.0	False
NZ_AP027703.1	2699	IncFII	60.3	False
NZ_AP027705.1	166021	IncN	42.9	False
NZ_AP027706.1	85379	IncX1	100.0	False
NZ_AP027707.1	3453	IncN	59.9	False
NZ_AP027708.1	3371	ColRNAI	39.1	True
NZ_AP027710.1	79507	IncX1	60.9	False
NZ_AP027711.1	60961	IncI2	100.0	False
NZ_AP027712.1	4051	IncX1	100.0	False
NZ_AP027714.1	114948	IncFII	39.8	True
NZ_AP027715.1	60960	IncI2	100.0	False
NZ_AP027722.1	77624	IncX1	100.0	False
NZ_AP027730.1	67811	repPae_large	100.0	False
NZ_AP027733.1	449692	repPae_large	100.0	False
NZ_AP027740.1	16526	repEF_conj	79.4	False
NZ_AP027746.1	182962	IncFII	44.7	False
NZ_AP027747.1	2164	IncX1	60.8	False
NZ_AP027749.1	162071	IncFII	37.9	True
NZ_AP027750.1	45735	IncX1	100.0	False
NZ_AP027751.1	8818	repPae_small	80.2	False
NZ_AP027752.1	2779	IncX1	100.0	False
NZ_AP027753.1	1506	IncX3	79.7	False
NZ_AP027760.1	231841	IncN	100.0	False
NZ_AP027761.1	183352	IncFII	37.0	True
NZ_AP027762.1	2442	IncX1	60.0	False
NZ_AP027763.1	2138	IncFII	100.0	False
NZ_AP027765.1	99974	IncF	61.5	False
NZ_AP027766.1	68291	IncN	54.5	False
NZ_AP027767.1	34997	IncX4	100.0	False
NZ_AP027768.1	4145	IncX1	60.2	False
NZ_AP027776.1	43746	IncFII	59.1	False
NZ_AP027777.1	33303	IncX4	100.0	False
NZ_AP027778.1	26235	IncHI2	41.0	False
NZ_AP027779.1	21947	IncN	55.9	False
NZ_AP027780.1	10900	repPae_small	100.0	False
NZ_AP027781.1	4508	IncFII	79.8	False
NZ_AP027782.1	1589	IncFII	100.0	False
NZ_AP027784.1	294708	IncN	100.0	False
NZ_AP027785.1	134109	IncFII	100.0	False
NZ_AP027786.1	95808	IncX1	52.1	False
NZ_AP027787.1	6647	ColE	63.3	False
NZ_AP027789.1	101380	IncFIC	57.3	False
NZ_AP027791.1	109780	IncFII	58.3	False
NZ_AP027792.1	91524	IncFII	75.2	False
NZ_AP027793.1	81096	IncFII	34.3	True
NZ_AP027794.1	69366	IncI2	81.6	False
NZ_AP027795.1	7559	IncX1	100.0	False
NZ_AP027797.1	6078	IncFII	79.4	False
NZ_AP027798.1	5728	IncI2	100.0	False
NZ_AP027799.1	3351	IncN	39.4	True
NZ_AP027801.1	81088	IncN	40.0	False
NZ_AP027802.1	42931	IncX1	100.0	False
NZ_AP027803.1	9396	IncX3	79.5	False
NZ_AP027804.1	3959	IncX1	100.0	False
NZ_AP027805.1	3525	IncX1	79.9	False
NZ_AP027806.1	2043	IncN	100.0	False
NZ_AP027814.1	125473	IncFII	82.1	False
NZ_AP027815.1	82826	IncFII	48.4	False
NZ_AP027816.1	67788	IncX1	60.9	False
NZ_AP027817.1	33309	IncX4	100.0	False
NZ_AP027819.1	105855	IncX1	100.0	False
NZ_AP027820.1	6180	IncX1	53.5	False
NZ_AP027821.1	3692	IncX1	60.3	False
NZ_AP027823.1	51115	IncN	59.9	False
NZ_AP027824.1	10103	repPae_small	100.0	False
NZ_AP027825.1	3877	IncX1	100.0	False
NZ_AP027826.1	3824	IncX1	79.5	False
NZ_AP027827.1	2137	IncFII	100.0	False
NZ_AP027828.1	1465	IncX1	100.0	False
NZ_AP027830.1	225168	IncN	43.9	False
NZ_AP027831.1	98765	IncFII	100.0	False
NZ_AP027832.1	85953	IncI1	100.0	False
NZ_AP027833.1	85393	IncN	59.8	False
NZ_AP027834.1	80254	IncFII	100.0	False
NZ_AP027835.1	41696	IncN	57.7	False
NZ_AP027836.1	8895	IncX1	59.7	False
NZ_AP027837.1	6909	IncFII	60.1	False
NZ_AP027838.1	5238	IncFII	100.0	False
NZ_AP027839.1	4096	IncFII	40.1	False
NZ_AP027840.1	3452	repPae_small	59.6	False
NZ_AP027841.1	3141	IncFII	79.9	False
NZ_AP027842.1	2101	IncX3	40.3	False
NZ_AP027843.1	2028	IncN	100.0	False
NZ_AP027845.1	125746	IncN	47.4	False
NZ_AP027846.1	2443	IncX1	79.9	False
NZ_AP027851.1	168686	IncFII	100.0	False
NZ_AP027852.1	62272	IncI2	100.0	False
NZ_AP027853.1	6647	ColE	63.8	False
NZ_AP027855.1	104921	IncX1	55.0	False
NZ_AP027856.1	64269	IncX1	64.1	False
NZ_AP027857.1	56614	IncFIB	41.7	False
NZ_AP027858.1	33309	IncX4	100.0	False
NZ_AP027859.1	7105	repPae_small	57.6	False
NZ_AP027860.1	5270	ColRNAI	42.4	False
NZ_AP027861.1	4593	ColRNAI	98.4	False
NZ_AP027862.1	4145	IncFII	40.5	False
NZ_AP027863.1	3830	IncFII	100.0	False
NZ_AP027864.1	1901	IncX1	78.7	False
NZ_AP027866.1	126684	IncFII	100.0	False
NZ_AP027867.1	111265	IncFII	32.4	True
NZ_AP027868.1	12365	IncX1	60.3	False
NZ_AP027870.1	97846	IncN	61.7	False
NZ_AP027871.1	3692	IncX1	60.5	False
NZ_AP027872.1	3489	IncX1	79.9	False
NZ_AP027874.1	102258	IncHI1	49.7	False
NZ_AP027875.1	59658	IncX1	71.9	False
NZ_AP027876.1	47676	IncN	59.4	False
NZ_AP027878.1	97315	IncX1	52.6	False
NZ_AP027879.1	47389	IncX1	100.0	False
NZ_AP027880.1	10032	repPae_large	58.3	False
NZ_AP027881.1	6346	IncFII	59.4	False
NZ_AP027882.1	5284	IncX1	60.4	False
NZ_AP027883.1	4958	IncFII	60.6	False
NZ_AP027884.1	4112	IncX1	100.0	False
NZ_AP027885.1	2046	IncN	80.2	False
NZ_AP027887.1	100722	IncN	68.7	False
NZ_AP027888.1	2750	IncC	40.3	False
NZ_AP027890.1	73303	IncX1	42.1	False
NZ_AP027891.1	3065	IncX1	100.0	False
NZ_AP027892.1	2442	IncX1	100.0	False
NZ_AP027893.1	1175	IncFII	59.7	False
NZ_AP027900.1	129685	IncFII	100.0	False
NZ_AP027901.1	60967	IncI2	100.0	False
NZ_AP027903.1	120822	IncN	47.6	False
NZ_AP027904.1	114243	IncFIB	97.4	False
NZ_AP027905.1	86488	IncN	72.8	False
NZ_AP027906.1	2138	IncFII	100.0	False
NZ_AP027907.1	2043	IncN	79.8	False
NZ_AP027927.1	234318	IncN	78.5	False
NZ_AP027928.1	109686	IncFII	100.0	False
NZ_AP027929.1	3240	IncX1	41.1	False
NZ_AP027930.1	1506	IncX3	79.7	False
NZ_AP027932.1	5415	IncX3	20.9	True
NZ_AP027934.1	114389	repPae_large	100.0	False
NZ_AP027935.1	42486	repPae_large	79.3	False
NZ_AP027938.1	4787	IncA	59.7	False
NZ_AP027947.1	229662	IncHI2	80.2	False
NZ_AP027948.1	63710	IncI2	100.0	False
NZ_AP027949.1	9902	IncFII	60.9	False
NZ_AP027950.1	4145	IncX1	80.1	False
NZ_AP027951.1	1934	ColRNAI	41.9	False
NZ_AP027954.1	86247	IncN	61.5	False
NZ_AP027955.1	33309	IncX4	100.0	False
NZ_AP027956.1	13190	IncX1	100.0	False
NZ_AP027958.1	81505	IncFII	100.0	False
NZ_AP027959.1	33308	IncX4	100.0	False
NZ_AP027961.1	88388	IncFII	100.0	False
NZ_AP027962.1	33309	IncX4	100.0	False
NZ_AP027964.1	102149	IncN	89.3	False
NZ_AP027965.1	86870	IncFII	88.9	False
NZ_AP027966.1	24433	IncX1	100.0	False
NZ_AP027967.1	4286	IncX1	59.2	False
NZ_AP027968.1	3627	IncX1	100.0	False
NZ_AP027969.1	2059	IncX1	100.0	False
NZ_AP027970.1	2043	IncN	100.0	False
NZ_AP027972.1	169195	IncFII	100.0	False
NZ_AP027973.1	58314	IncFII	85.4	False
NZ_AP027974.1	40085	IncX1	100.0	False
NZ_AP027975.1	33309	IncX4	100.0	False
NZ_AP027976.1	3902	IncX1	80.1	False
NZ_AP027977.1	2089	IncX3	40.3	False
NZ_AP027979.1	138038	IncFII	100.0	False
NZ_AP027980.1	72919	IncX1	100.0	False
NZ_AP027981.1	40085	IncX1	100.0	False
NZ_AP027982.1	33309	IncX4	100.0	False
NZ_AP027983.1	3902	IncFII	80.0	False
NZ_AP027984.1	2089	IncX3	40.4	False
NZ_AP027985.1	1449	IncFII	100.0	False
NZ_AP028023.1	86195	repAci_large	100.0	False
NZ_AP028024.1	24904	repAci_large	79.5	False
NZ_AP028025.1	13261	repAci_large	60.1	False
NZ_AP028026.1	9458	repAci_large	100.0	False
NZ_AP028027.1	7167	repAci_large	100.0	False
NZ_AP028028.1	6688	repAci_large	80.4	False
NZ_AP028029.1	4811	repAci1	39.9	True
NZ_AP028030.1	1835	repAci_large	100.0	False
NZ_AP028042.1	175916	IncFII	100.0	False
NZ_AP028043.1	172011	IncC	68.7	False
NZ_AP028044.1	98997	IncN	100.0	False
NZ_AP028045.1	3530	IncN	40.2	False
NZ_AP028046.1	2496	IncI	39.7	True
NZ_AP028048.1	174343	IncC	84.2	False
NZ_AP028049.1	173698	IncFII	100.0	False
NZ_AP028051.1	174856	IncFII	100.0	False
NZ_AP028052.1	174343	IncC	84.2	False
NZ_AP028053.1	3530	IncN	40.2	False
NZ_AP028054.1	2496	IncI	39.8	True
NZ_AP028060.1	62770	repEF_res	60.6	False
NZ_AP028063.1	157124	IncAC2	59.4	False
NZ_AP028064.1	13198	repPae_small	100.0	False
NZ_AP028069.1	49194	repAci_large	100.0	False
NZ_AP028085.1	24809	repPae_large	100.0	False
NZ_AP028091.1	5386	IncFII	79.9	False
NZ_AP028095.1	132775	IncFII	77.5	False
NZ_AP028096.1	75901	IncFII	100.0	False
NZ_AP028130.1	370014	IncHI2	60.7	False
NZ_AP028131.1	103088	IncFIB	62.3	False
NZ_AP028132.1	83499	IncFIB	79.6	False
NZ_AP028147.1	76761	repAci_large	100.0	False
NZ_AP028148.1	72255	repAci_large	100.0	False
NZ_AP028149.1	42222	repAci_large	100.0	False
NZ_AP028150.1	29756	repAci_large	100.0	False
NZ_AP028151.1	12283	repAci_large	100.0	False
NZ_AP028152.1	4042	repEF_conj	100.0	False
NZ_AP028154.1	40412	repAci_large	100.0	False
NZ_AP028311.1	212895	IncFII	80.3	False
NZ_AP028312.1	107337	IncI1	60.4	False
NZ_AP028313.1	3223	IncFII	100.0	False
NZ_AP028315.1	345780	IncHI1	48.7	False
NZ_AP028316.1	178823	IncC	41.0	False
NZ_AP028318.1	346983	IncHI1	49.0	False
NZ_AP028319.1	178823	IncC	41.0	False
NZ_AP028333.1	87263	repSA_large	100.0	False
NZ_AP028339.1	103362	repSA_large	100.0	False
NZ_AP028343.1	45331	repSA_large	59.4	False
NZ_AP028345.1	50221	repSA_large	100.0	False
NZ_AP028347.1	43592	repSA_large	59.8	False
NZ_AP028349.1	47341	repSA_large	100.0	False
NZ_AP028356.1	45732	repSA_large	59.6	False
NZ_AP028364.1	51593	repSA_large	100.0	False
NZ_AP028366.1	87271	repSA_large	100.0	False
NZ_AP028368.1	46295	repSA_large	60.0	False
NZ_AP028372.1	51593	repSA_large	61.8	False
NZ_AP028373.1	31960	repSA_large	100.0	False
NZ_AP028375.1	47498	repSA_large	80.8	False
NZ_AP028377.1	89402	repSA_large	100.0	False
NZ_AP028379.1	46019	repSA_large	100.0	False
NZ_AP028389.1	31643	repSA_large	100.0	False
NZ_AP028391.1	39148	repSA_large	59.8	False
NZ_AP028394.1	47442	repSA_large	80.6	False
NZ_AP028397.1	51593	repSA_large	100.0	False
NZ_AP028400.1	154240	repSA_large	80.1	False
NZ_AP028403.1	54765	repSA_large	100.0	False
NZ_AP028405.1	53140	repSA_large	60.0	False
NZ_AP028406.1	40237	repSA_large	58.9	False
NZ_AP028410.1	43256	repSA_large	58.7	False
NZ_AP028411.1	31232	repSA_large	80.3	False
NZ_AP028416.1	111773	repEF_res	85.8	False
NZ_AP028417.1	75806	repEF_conj	66.3	False
NZ_AP028418.1	6303	repEF_res	100.0	False
NZ_AP028419.1	5851	repEF_res	100.0	False
NZ_AP028421.1	98730	IncFII	100.0	False
NZ_AP028423.1	108737	IncFII	100.0	False
NZ_AP028612.1	3133	repSA_small	59.9	False
NZ_AP028805.1	182635	IncAC2	64.4	False
NZ_AP028816.1	170087	IncN	100.0	False
NZ_AP028817.1	134987	IncI1	79.8	False
NZ_AP028818.1	100008	IncX1	39.6	True
NZ_AP028819.1	94035	IncFII	100.0	False
NZ_AP028820.1	58897	IncI2	100.0	False
NZ_AP028821.1	46120	IncX1	100.0	False
NZ_AP028823.1	116758	IncX1	58.8	False
NZ_AP028824.1	115142	IncI	42.8	False
NZ_AP028825.1	97758	IncFII	100.0	False
NZ_AP028826.1	51192	IncX1	100.0	False
NZ_AP028828.1	137465	IncI	41.2	False
NZ_AP028829.1	122823	IncX1	51.6	False
NZ_AP028830.1	95446	IncFII	100.0	False
NZ_AP028831.1	51191	IncX1	100.0	False
NZ_AP028833.1	137416	IncI	41.3	False
NZ_AP028834.1	127982	IncX1	47.7	False
NZ_AP028835.1	95169	IncFII	100.0	False
NZ_AP028836.1	53641	IncX1	100.0	False
NZ_AP028838.1	137396	IncI	41.3	False
NZ_AP028839.1	115847	IncX1	68.6	False
NZ_AP028840.1	94689	IncFII	100.0	False
NZ_AP028841.1	51191	IncX1	100.0	False
NZ_AP028843.1	137403	IncI	41.2	False
NZ_AP028844.1	115846	IncX1	68.6	False
NZ_AP028845.1	94593	IncFII	100.0	False
NZ_AP028846.1	51191	IncX1	100.0	False
NZ_AP028848.1	140068	IncI	42.0	False
NZ_AP028849.1	122823	IncX1	51.5	False
NZ_AP028850.1	95446	IncFII	100.0	False
NZ_AP028851.1	51191	IncX1	100.0	False
NZ_AP028853.1	200586	IncHI2	61.7	False
NZ_AP028854.1	134363	IncI1	58.0	False
NZ_AP028855.1	120834	IncX1	65.3	False
NZ_AP028856.1	95480	IncFII	100.0	False
NZ_AP028857.1	48766	IncX1	100.0	False
NZ_AP028859.1	140111	IncI	41.8	False
NZ_AP028860.1	122823	IncX1	51.6	False
NZ_AP028861.1	95142	IncFII	100.0	False
NZ_AP028862.1	51191	IncX1	100.0	False
NZ_AP028868.1	2784	repEF_conj	59.8	False
NZ_AP028870.1	63152	IncX3	100.0	False
NZ_AP028871.1	151726	IncFII	80.4	False
NZ_AP028872.1	109582	IncFIB	98.0	False
NZ_AP028873.1	59260	IncI	42.6	False
NZ_AP028874.1	3066	IncX1	100.0	False
NZ_AP028879.1	69655	IncFII	41.3	False
NZ_AP028965.1	128740	IncX1	100.0	False
NZ_AP028966.1	20109	IncX1	100.0	False
NZ_AP028969.1	502301	IncFII	81.1	False
NZ_AP028970.1	119281	IncFII	100.0	False
NZ_AP028971.1	91491	IncFII	100.0	False
NZ_AP028985.1	49750	IncN	100.0	False
NZ_AP028989.1	7630	repEF_conj	100.0	False
NZ_AP028998.1	2481578	repPae_large	64.5	False
NZ_AP028999.1	607234	repPae_large	80.4	False
NZ_AP029001.1	116919	IncFII	100.0	False
NZ_AP029005.1	1955831	repPae_large	100.0	False
NZ_AP029007.1	1976271	repPae_large	100.0	False
NZ_AP029009.1	1976266	repPae_large	100.0	False
NZ_AP029011.1	2060108	repPae_large	100.0	False
NZ_AP029013.1	2004817	repPae_large	100.0	False
NZ_AP029015.1	1988610	repPae_large	100.0	False
NZ_AP029020.1	364914	repPae_large	100.0	False
NZ_AP029026.1	344984	repPae_small	60.5	False
NZ_AP029027.1	90180	repPae_large	100.0	False
NZ_AP029032.1	66968	repSA_large	100.0	False
NZ_AP040354.1	631756	repPae_large	100.0	False
NZ_AP040359.1	129406	repPae_large	100.0	False
NZ_AP040360.1	114410	repPae_large	100.0	False
NZ_ASWX01000006.1	61226	repEF_conj	100.0	False
NZ_AY123048.1	2590	IncX1	80.4	False
NZ_AY178757.1	6334	repPae_large	100.0	False
NZ_AY365053.1	87688	repPae_large	71.1	False
NZ_AY589570.1	3066	IncX1	80.3	False
NZ_AY789019.1	4288	repEF_res	79.4	False
NZ_BK008853.1	24716	IncN	100.0	False
NZ_BK010450.1	9395	repSA_large	100.0	False
NZ_BK010451.1	9812	repSA_large	100.0	False
NZ_BK010830.1	191346	repPae_small	60.2	False
NZ_BK010831.1	365425	repPae_small	60.4	False
NZ_CM007849.1	46194	repSA_large	100.0	False
NZ_CP001971.2	181771	repSA_large	76.5	False
NZ_CP001972.2	94833	repEF_conj	80.4	False
NZ_CP001975.2	181732	repSA_large	76.6	False
NZ_CP002133.1	3125	repSA_small	100.0	False
NZ_CP002140.1	3125	repSA_small	100.0	False
NZ_CP002142.1	3125	repSA_small	100.0	False
NZ_CP002149.1	27068	repSA_large	100.0	False
NZ_CP002150.1	3125	repSA_small	100.0	False
NZ_CP002698.1	7802	repSA_large	100.0	False
NZ_CP002700.1	7802	repSA_large	100.0	False
NZ_CP002702.1	7799	repSA_large	100.0	False
NZ_CP002704.1	7800	repSA_large	100.0	False
NZ_CP003425.1	67208	IncFII	100.0	False
NZ_CP003562.2	82913	repSA_large	100.0	False
NZ_CP003710.1	33915	repAci_large	100.0	False
NZ_CP003711.1	30952	repAci_large	100.0	False
NZ_CP003712.1	37061	repAci_large	100.0	False
NZ_CP003713.1	32400	repAci_large	100.0	False
NZ_CP003714.1	32801	IncFII	100.0	False
NZ_CP003716.1	33915	repAci_large	100.0	False
NZ_CP003717.1	30952	repAci_large	100.0	False
NZ_CP003718.1	37058	repAci_large	100.0	False
NZ_CP003719.1	32801	IncFII	100.0	False
NZ_CP003916.1	23610	IncFII	74.4	False
NZ_CP003970.1	7502	repEF_res	60.2	False
NZ_CP003971.1	7502	repEF_res	60.2	False
NZ_CP003975.1	4153	IncN	80.0	False
NZ_CP003988.1	237512	repPae_large	100.0	False
NZ_CP003994.1	3223	IncFII	100.0	False
NZ_CP003995.1	5065	IncX1	100.0	False
NZ_CP003996.1	2459	IncX1	80.0	False
NZ_CP003997.1	45574	IncX3	100.0	False
NZ_CP003998.1	81071	IncAC2	37.4	True
NZ_CP004000.1	295493	IncFII	48.4	False
NZ_CP004007.1	50245	repAci_large	100.0	False
NZ_CP004351.1	2461	repPae_small	60.9	False
NZ_CP004352.1	16264	repPae_large	81.6	False
NZ_CP004389.1	192380	IncA	39.8	True
NZ_CP004394.1	155183	repPae_large	80.9	False
NZ_CP004395.1	135821	repPae_large	56.6	False
NZ_CP004396.1	122964	repPae_large	76.5	False
NZ_CP004397.1	19262	repPae_large	100.0	False
NZ_CP004398.1	7053	repPae_large	80.4	False
NZ_CP004407.1	9253	repAci_large	100.0	False
NZ_CP004408.1	2062	repAci_large	100.0	False
NZ_CP004859.1	2062	repSA_large	58.7	False
NZ_CP004860.1	422692	repSA_large	78.1	False
NZ_CP004861.1	293574	repEF_conj	41.3	False
NZ_CP004862.1	53838	repEF_res	59.1	False
NZ_CP004863.1	11769	repSA_small	40.7	False
NZ_CP004864.1	8513	repSA_small	58.7	False
NZ_CP004865.1	8240	repSA_large	59.6	False
NZ_CP004866.1	7921	repSA_small	40.7	False
NZ_CP004867.1	7635	repEF_res	59.6	False
NZ_CP004868.1	94568	repSA_large	59.6	False
NZ_CP004869.1	67159	repSA_large	60.5	False
NZ_CP004871.1	46634	repSA_large	39.8	True
NZ_CP004872.1	64522	repEF_res	40.3	False
NZ_CP004873.1	65873	repEF_res	77.7	False
NZ_CP004874.1	74480	repEF_conj	79.8	False
NZ_CP004875.1	95983	repSA_large	60.3	False
NZ_CP004876.1	299843	repEF_res	58.8	False
NZ_CP004877.1	431546	repSA_large	78.7	False
NZ_CP004878.1	2062	repSA_large	58.7	False
NZ_CP004879.1	7635	repSA_small	100.0	False
NZ_CP004880.1	8240	repSA_large	59.6	False
NZ_CP004881.1	8513	repSA_small	58.6	False
NZ_CP004882.1	14870	repEF_conj	59.8	False
NZ_CP004883.1	14721	repSA_small	58.9	False
NZ_CP005085.1	520614	repPae_small	64.8	False
NZ_CP005086.1	195308	repPae_large	53.3	False
NZ_CP005087.1	87635	repPae_small	81.2	False
NZ_CP005088.1	75938	repPae_large	55.7	False
NZ_CP005089.1	53908	repPae_small	78.8	False
NZ_CP005090.1	34300	repPae_large	59.6	False
NZ_CP005091.1	9585	repPae_small	62.3	False
NZ_CP005092.1	7223	repPae_small	58.1	False
NZ_CP005093.1	5391	repPae_small	80.0	False
NZ_CP005190.1	292135	repPae_small	60.1	False
NZ_CP005191.1	287488	repPae_small	60.7	False
NZ_CP005192.1	88374	repPae_small	77.7	False
NZ_CP005193.1	32974	repPae_large	62.4	False
NZ_CP005931.1	194170	IncFII	79.8	False
NZ_CP005932.1	2836	IncX1	60.0	False
NZ_CP005961.1	410512	repPae_large	100.0	False
NZ_CP005971.1	63004	repPae_large	41.1	False
NZ_CP005987.1	171972	repPae_large	100.0	False
NZ_CP005988.1	27536	repPae_large	100.0	False
NZ_CP005989.1	9820	IncX1	59.5	False
NZ_CP005994.1	37692	IncX1	100.0	False
NZ_CP006028.1	87120	IncFII	100.0	False
NZ_CP006029.1	64561	IncAC2	58.4	False
NZ_CP006031.1	44086	repEF_conj	59.4	False
NZ_CP006257.1	52548	IncA	22.6	True
NZ_CP006263.1	98066	IncFII	81.7	False
NZ_CP006264.1	58666	IncI2	100.0	False
NZ_CP006368.1	488888	repPae_large	100.0	False
NZ_CP006369.1	436017	repPae_large	80.8	False
NZ_CP006370.1	311483	repPae_large	100.0	False
NZ_CP006371.1	101355	repPae_large	74.8	False
NZ_CP006372.1	57210	repPae_large	100.0	False
NZ_CP006373.1	35461	repPae_large	61.1	False
NZ_CP006374.1	28258	repPae_large	76.8	False
NZ_CP006375.1	9393	repPae_small	60.1	False
NZ_CP006472.1	46366	IncA	40.4	False
NZ_CP006473.1	7842	repPae_large	100.0	False
NZ_CP006570.1	449897	IncN	100.0	False
NZ_CP006572.1	7099	repEF_conj	80.5	False
NZ_CP006588.1	121544	repPae_small	80.0	False
NZ_CP006589.1	14081	IncN	100.0	False
NZ_CP006590.1	3975	IncFII	40.6	False
NZ_CP006633.1	3319	IncX1	100.0	False
NZ_CP006634.1	4086	IncX1	39.8	True
NZ_CP006635.1	161511	IncF	56.0	False
NZ_CP006637.1	2014	IncX1	100.0	False
NZ_CP006638.1	5754	IncFII	59.3	False
NZ_CP006639.1	6222	IncFII	80.1	False
NZ_CP006640.1	34692	IncN	100.0	False
NZ_CP006641.1	103644	IncI1	70.9	False
NZ_CP006642.1	145722	IncX1	100.0	False
NZ_CP006660.1	2014	IncX1	100.0	False
NZ_CP006661.1	140825	IncA	68.9	False
NZ_CP006662.2	85161	IncR	42.2	False
NZ_CP006663.1	117755	IncFII	100.0	False
NZ_CP006665.1	127046	IncN	80.0	False
NZ_CP006666.1	2219	IncX1	60.2	False
NZ_CP006684.1	177673	repSA_large	100.0	False
NZ_CP006697.1	30305	IncFII	59.8	False
NZ_CP006725.1	67282	repEF_res	100.0	False
NZ_CP006726.1	56757	repEF_res	59.7	False
NZ_CP006727.1	54986	repEF_res	61.2	False
NZ_CP006739.1	24391	IncFIB	59.5	False
NZ_CP006743.1	181793	repSA_large	76.5	False
NZ_CP006744.1	94758	repEF_conj	80.5	False
NZ_CP006746.1	137017	IncFII	79.8	False
NZ_CP006747.1	71523	IncFII	100.0	False
NZ_CP006749.1	140938	IncFII	100.0	False
NZ_CP006750.1	71523	IncFII	100.0	False
NZ_CP006752.1	137727	IncFII	80.0	False
NZ_CP006753.1	71522	IncFII	100.0	False
NZ_CP006756.1	137012	IncFII	100.0	False
NZ_CP006757.1	71507	IncFII	100.0	False
NZ_CP006760.1	137017	IncFII	79.8	False
NZ_CP006761.1	71523	IncFII	100.0	False
NZ_CP006765.1	27197	repPae_large	100.0	False
NZ_CP006779.1	137017	IncFII	100.0	False
NZ_CP006780.1	71522	IncFII	100.0	False
NZ_CP006790.1	100984	IncFIB	82.9	False
NZ_CP006791.1	70508	IncFII	100.0	False
NZ_CP006793.1	9609	IncFII	58.4	False
NZ_CP006799.1	283371	IncN	76.9	False
