source_file	inc_group	organism_category	is_family	pident	align_length	ref_length	coverage	q_start	q_end	strand	evalue	bitscore	plasmid_length
RefSeq_NZ_CP076699.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4900	5719	+	0.0	1480.0	102381
RefSeq_NZ_CP076699.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	7906	8725	-	0.0	1480.0	102381
RefSeq_NZ_CP076699.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	80148	80967	+	0.0	1475.0	102381
RefSeq_NZ_CP076699.1	IncFII	Gram-negative	IS26	99.635	821	859	0.956	32133	32953	+	0.0	1468.0	102381
RefSeq_NZ_CP076699.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	16158	16977	-	0.0	1466.0	102381
RefSeq_NZ_CP076699.1	IncFII	Gram-negative	IS1	99.74	768	768	1.0	23739	24506	+	0.0	1377.0	102381
RefSeq_NZ_CP076699.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	64527	65294	-	0.0	1350.0	102381
RefSeq_NZ_CP077212.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	26749	27568	+	0.0	1480.0	199566
RefSeq_NZ_CP077212.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	29435	30254	-	0.0	1480.0	199566
RefSeq_NZ_CP077212.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	15699	16518	+	0.0	1466.0	199566
RefSeq_NZ_CP077212.1	IncFII	Gram-negative	IS1	92.318	768	768	1.0	18701	19468	-	0.0	1120.0	199566
RefSeq_NZ_CP077280.1	IncFII	Gram-negative	IS1	91.146	768	768	1.0	137884	138651	-	0.0	1079.0	151573
RefSeq_NZ_CP077412.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	81996	82815	-	0.0	1475.0	118412
RefSeq_NZ_CP077412.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	74795	75614	-	0.0	1475.0	118412
RefSeq_NZ_CP077430.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	76277	77100	+	0.0	1482.0	78159
RefSeq_NZ_CP077647.1	IncFII	Gram-negative	IS30	99.672	1221	1221	1.0	27752	28972	+	0.0	2185.0	138757
RefSeq_NZ_CP077647.1	IncFII	Gram-negative	IS30	99.672	1221	1221	1.0	42213	43433	-	0.0	2185.0	138757
RefSeq_NZ_CP077647.1	IncFII	Gram-negative	IS30	99.59	1221	1221	1.0	71792	73012	+	0.0	2180.0	138757
RefSeq_NZ_CP077647.1	IncFII	Gram-negative	IS5	99.916	1195	1195	1.0	8960	10154	+	0.0	2151.0	138757
RefSeq_NZ_CP077650.1	IncFII	Gram-negative	IS30	99.672	1221	1221	1.0	27752	28972	+	0.0	2185.0	138757
RefSeq_NZ_CP077650.1	IncFII	Gram-negative	IS30	99.672	1221	1221	1.0	42213	43433	-	0.0	2185.0	138757
RefSeq_NZ_CP077650.1	IncFII	Gram-negative	IS30	99.59	1221	1221	1.0	71792	73012	+	0.0	2180.0	138757
RefSeq_NZ_CP077650.1	IncFII	Gram-negative	IS5	99.916	1195	1195	1.0	8960	10154	+	0.0	2151.0	138757
RefSeq_NZ_CP077776.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	49201	50022	-	0.0	1483.0	86980
RefSeq_NZ_CP077776.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	34467	35290	+	0.0	1482.0	86980
RefSeq_NZ_CP077776.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	46983	47801	-	0.0	1471.0	86980
RefSeq_NZ_CP077776.1	IncFII	Gram-negative	IS26	99.512	820	859	0.955	43444	44259	-	0.0	1452.0	86980
RefSeq_NZ_CP077777.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	66253	67073	+	0.0	1481.0	140828
RefSeq_NZ_CP077777.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	135458	136280	-	0.0	1480.0	140828
RefSeq_NZ_CP077777.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	82084	82903	-	0.0	1480.0	140828
RefSeq_NZ_CP077777.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4393	5212	-	0.0	1480.0	140828
RefSeq_NZ_CP077777.1	IncFII	Gram-negative	IS26	99.757	822	859	0.957	65147	65966	-	0.0	1471.0	140828
RefSeq_NZ_CP077777.1	IncFII	Gram-negative	IS26	99.515	824	859	0.959	9758	10581	-	0.0	1469.0	140828
RefSeq_NZ_CP077777.1	IncFII	Gram-negative	IS1	87.891	768	768	1.0	90462	91229	-	0.0	966.0	140828
RefSeq_NZ_CP078123.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	109821	110643	+	0.0	1480.0	157394
RefSeq_NZ_CP078123.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	45488	46307	+	0.0	1480.0	157394
RefSeq_NZ_CP078123.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	98257	99076	-	0.0	1480.0	157394
RefSeq_NZ_CP078123.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	96162	96981	-	0.0	1480.0	157394
RefSeq_NZ_CP078123.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	61404	62223	-	0.0	1480.0	157394
RefSeq_NZ_CP078123.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	100061	100880	+	0.0	1480.0	157394
RefSeq_NZ_CP078123.1	IncFII	Gram-negative	IS26	99.635	821	859	0.956	91534	92354	+	0.0	1468.0	157394
RefSeq_NZ_CP078123.1	IncFII	Gram-negative	IS1	87.891	768	768	1.0	37157	37924	+	0.0	966.0	157394
RefSeq_NZ_CP078125.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	1535	2355	+	0.0	1481.0	95399
RefSeq_NZ_CP078125.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	74749	75568	+	0.0	1480.0	95399
RefSeq_NZ_CP079116.1	IncFII	Gram-negative	ISEcp1	100.0	1358	1656	0.82	55198	56555	+	0.0	2450.0	210997
RefSeq_NZ_CP079116.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	169964	170784	-	0.0	1481.0	210997
RefSeq_NZ_CP079116.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	128641	129460	-	0.0	1480.0	210997
RefSeq_NZ_CP079116.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	125635	126454	+	0.0	1480.0	210997
RefSeq_NZ_CP079116.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	139517	140336	+	0.0	1480.0	210997
RefSeq_NZ_CP079121.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	80401	81221	-	0.0	1481.0	198536
RefSeq_NZ_CP079121.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	99169	99988	+	0.0	1480.0	198536
RefSeq_NZ_CP079121.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	92421	93188	-	0.0	1386.0	198536
RefSeq_NZ_CP079121.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	198536
RefSeq_NZ_CP079121.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	72048	72760	+	0.0	1048.0	198536
RefSeq_NZ_CP079121.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	132869	133636	-	0.0	1043.0	198536
RefSeq_NZ_CP079132.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	80401	81221	-	0.0	1481.0	198536
RefSeq_NZ_CP079132.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	99169	99988	+	0.0	1480.0	198536
RefSeq_NZ_CP079132.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	92421	93188	-	0.0	1386.0	198536
RefSeq_NZ_CP079132.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	198536
RefSeq_NZ_CP079132.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	72048	72760	+	0.0	1048.0	198536
RefSeq_NZ_CP079132.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	132869	133636	-	0.0	1043.0	198536
RefSeq_NZ_CP079140.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	78118	78938	-	0.0	1481.0	211813
RefSeq_NZ_CP079140.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	84919	85686	+	0.0	1386.0	211813
RefSeq_NZ_CP079140.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	211813
RefSeq_NZ_CP079140.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	69765	70477	+	0.0	1048.0	211813
RefSeq_NZ_CP079140.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	146146	146913	-	0.0	1043.0	211813
RefSeq_NZ_CP079147.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	78118	78938	-	0.0	1481.0	211813
RefSeq_NZ_CP079147.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	84919	85686	+	0.0	1386.0	211813
RefSeq_NZ_CP079147.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	211813
RefSeq_NZ_CP079147.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	69765	70477	+	0.0	1048.0	211813
RefSeq_NZ_CP079147.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	146146	146913	-	0.0	1043.0	211813
RefSeq_NZ_CP079152.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	78118	78938	-	0.0	1481.0	211813
RefSeq_NZ_CP079152.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	84919	85686	+	0.0	1386.0	211813
RefSeq_NZ_CP079152.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	211813
RefSeq_NZ_CP079152.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	69765	70477	+	0.0	1048.0	211813
RefSeq_NZ_CP079152.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	146146	146913	-	0.0	1043.0	211813
RefSeq_NZ_CP079157.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	78118	78938	-	0.0	1481.0	211813
RefSeq_NZ_CP079157.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	84919	85686	+	0.0	1386.0	211813
RefSeq_NZ_CP079157.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	211813
RefSeq_NZ_CP079157.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	69765	70477	+	0.0	1048.0	211813
RefSeq_NZ_CP079157.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	146146	146913	-	0.0	1043.0	211813
RefSeq_NZ_CP079165.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	78118	78938	-	0.0	1481.0	213013
RefSeq_NZ_CP079165.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	84919	85686	+	0.0	1386.0	213013
RefSeq_NZ_CP079165.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	213013
RefSeq_NZ_CP079165.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	69765	70477	+	0.0	1048.0	213013
RefSeq_NZ_CP079165.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	147346	148113	-	0.0	1043.0	213013
RefSeq_NZ_CP079173.1	IncFII	Gram-negative	ISEcp1	100.0	1358	1656	0.82	55198	56555	+	0.0	2450.0	210501
RefSeq_NZ_CP079173.1	IncFII	Gram-negative	IS26	100.0	823	859	0.958	161974	162796	+	0.0	1485.0	210501
RefSeq_NZ_CP079173.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	157972	158792	+	0.0	1481.0	210501
RefSeq_NZ_CP079173.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	192424	193243	-	0.0	1480.0	210501
RefSeq_NZ_CP079173.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	160979	161798	-	0.0	1480.0	210501
RefSeq_NZ_CP079173.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	154553	155372	+	0.0	1480.0	210501
RefSeq_NZ_CP079173.1	IncFII	Gram-negative	IS26	99.756	820	859	0.955	125635	126454	+	0.0	1471.0	210501
RefSeq_NZ_CP079174.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	30060	30882	+	0.0	1480.0	157028
RefSeq_NZ_CP079174.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	26353	27172	-	0.0	1480.0	157028
RefSeq_NZ_CP079174.1	IncFII	Gram-negative	IS1	96.875	768	768	1.0	10425	11192	+	0.0	1278.0	157028
RefSeq_NZ_CP079180.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	46115	47770	-	0.0	2987.0	160795
RefSeq_NZ_CP079180.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	47809	48629	-	0.0	1481.0	160795
RefSeq_NZ_CP079180.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	87072	87892	+	0.0	1481.0	160795
RefSeq_NZ_CP079180.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	45234	46053	+	0.0	1480.0	160795
RefSeq_NZ_CP079180.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	67401	68220	+	0.0	1480.0	160795
RefSeq_NZ_CP079180.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	77848	78667	+	0.0	1480.0	160795
RefSeq_NZ_CP079180.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	79911	80730	-	0.0	1480.0	160795
RefSeq_NZ_CP079180.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	39064	39884	+	0.0	1477.0	160795
RefSeq_NZ_CP079180.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	40834	41601	+	0.0	1386.0	160795
RefSeq_NZ_CP079181.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	8265	9085	+	0.0	1481.0	71307
RefSeq_NZ_CP079181.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	3378	4197	-	0.0	1480.0	71307
RefSeq_NZ_CP079181.1	IncFII	Gram-negative	IS1	99.219	768	768	1.0	23879	24646	-	0.0	1359.0	71307
RefSeq_NZ_CP079181.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	40024	40791	+	0.0	1350.0	71307
RefSeq_NZ_CP079187.1	IncFII	Gram-negative	ISEcp1	99.94	1656	1656	1.0	46115	47770	-	0.0	2983.0	160795
RefSeq_NZ_CP079187.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	47809	48629	-	0.0	1481.0	160795
RefSeq_NZ_CP079187.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	87072	87892	+	0.0	1481.0	160795
RefSeq_NZ_CP079187.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	45234	46053	+	0.0	1480.0	160795
RefSeq_NZ_CP079187.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	67401	68220	+	0.0	1480.0	160795
RefSeq_NZ_CP079187.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	77848	78667	+	0.0	1480.0	160795
RefSeq_NZ_CP079187.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	79911	80730	-	0.0	1480.0	160795
RefSeq_NZ_CP079187.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	39064	39884	+	0.0	1477.0	160795
RefSeq_NZ_CP079187.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	40834	41601	+	0.0	1386.0	160795
RefSeq_NZ_CP079188.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	8265	9085	+	0.0	1481.0	71264
RefSeq_NZ_CP079188.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	3378	4197	-	0.0	1480.0	71264
RefSeq_NZ_CP079188.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	40024	40791	+	0.0	1350.0	71264
RefSeq_NZ_CP079188.1	IncFII	Gram-negative	IS1	92.318	768	768	1.0	23879	24646	-	0.0	1120.0	71264
RefSeq_NZ_CP079600.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	78118	78938	-	0.0	1481.0	213013
RefSeq_NZ_CP079600.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	84919	85686	+	0.0	1386.0	213013
RefSeq_NZ_CP079600.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	213013
RefSeq_NZ_CP079600.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	69765	70477	+	0.0	1048.0	213013
RefSeq_NZ_CP079600.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	147346	148113	-	0.0	1043.0	213013
RefSeq_NZ_CP079607.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	46115	47770	-	0.0	2987.0	120325
RefSeq_NZ_CP079607.1	IncFII	Gram-negative	IS26	99.759	830	859	0.966	70461	71289	+	0.0	1485.0	120325
RefSeq_NZ_CP079607.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	47949	48769	-	0.0	1481.0	120325
RefSeq_NZ_CP079607.1	IncFII	Gram-negative	IS26	99.758	828	859	0.964	51287	52114	-	0.0	1481.0	120325
RefSeq_NZ_CP079607.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	45234	46053	+	0.0	1480.0	120325
RefSeq_NZ_CP079607.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	39064	39884	+	0.0	1477.0	120325
RefSeq_NZ_CP079607.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	40834	41601	+	0.0	1386.0	120325
RefSeq_NZ_CP079609.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	8265	9085	+	0.0	1481.0	71307
RefSeq_NZ_CP079609.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	3378	4197	-	0.0	1480.0	71307
RefSeq_NZ_CP079609.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	40024	40791	+	0.0	1350.0	71307
RefSeq_NZ_CP079609.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	23879	24646	-	0.0	1350.0	71307
RefSeq_NZ_CP079619.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	30060	30882	+	0.0	1480.0	157028
RefSeq_NZ_CP079619.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	26353	27172	-	0.0	1480.0	157028
RefSeq_NZ_CP079619.1	IncFII	Gram-negative	IS1	96.875	768	768	1.0	10425	11192	+	0.0	1278.0	157028
RefSeq_NZ_CP079625.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	78118	78938	-	0.0	1481.0	211805
RefSeq_NZ_CP079625.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	84919	85686	+	0.0	1386.0	211805
RefSeq_NZ_CP079625.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	211805
RefSeq_NZ_CP079625.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	69765	70477	+	0.0	1048.0	211805
RefSeq_NZ_CP079625.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	146146	146913	-	0.0	1043.0	211805
RefSeq_NZ_CP079630.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	78118	78938	-	0.0	1481.0	211805
RefSeq_NZ_CP079630.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	84919	85686	+	0.0	1386.0	211805
RefSeq_NZ_CP079630.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	211805
RefSeq_NZ_CP079630.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	69765	70477	+	0.0	1048.0	211805
RefSeq_NZ_CP079630.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	146146	146913	-	0.0	1043.0	211805
RefSeq_NZ_CP079637.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	46115	47770	-	0.0	2987.0	127803
RefSeq_NZ_CP079637.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	77947	78767	+	0.0	1481.0	127803
RefSeq_NZ_CP079637.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	45234	46053	+	0.0	1480.0	127803
RefSeq_NZ_CP079637.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	57428	58247	-	0.0	1480.0	127803
RefSeq_NZ_CP079637.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	39064	39884	+	0.0	1477.0	127803
RefSeq_NZ_CP079637.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	40834	41601	+	0.0	1386.0	127803
RefSeq_NZ_CP079638.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	8265	9085	+	0.0	1481.0	73277
RefSeq_NZ_CP079638.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	3378	4197	-	0.0	1480.0	73277
RefSeq_NZ_CP079638.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	41994	42761	+	0.0	1350.0	73277
RefSeq_NZ_CP079638.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	25849	26616	-	0.0	1350.0	73277
RefSeq_NZ_CP079643.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	46115	47770	-	0.0	2987.0	127803
RefSeq_NZ_CP079643.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	77947	78767	+	0.0	1481.0	127803
RefSeq_NZ_CP079643.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	45234	46053	+	0.0	1480.0	127803
RefSeq_NZ_CP079643.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	57428	58247	-	0.0	1480.0	127803
RefSeq_NZ_CP079643.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	39064	39884	+	0.0	1477.0	127803
RefSeq_NZ_CP079643.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	40834	41601	+	0.0	1386.0	127803
RefSeq_NZ_CP079644.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	8265	9085	+	0.0	1481.0	73277
RefSeq_NZ_CP079644.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	3378	4197	-	0.0	1480.0	73277
RefSeq_NZ_CP079644.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	41994	42761	+	0.0	1350.0	73277
RefSeq_NZ_CP079644.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	25849	26616	-	0.0	1350.0	73277
RefSeq_NZ_CP079646.1	IncFII	Gram-negative	ISEcp1	100.0	1358	1656	0.82	55198	56555	+	0.0	2450.0	150711
RefSeq_NZ_CP079646.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	102180	103000	+	0.0	1481.0	150711
RefSeq_NZ_CP079646.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	132634	133453	-	0.0	1480.0	150711
RefSeq_NZ_CP079657.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	30060	30882	+	0.0	1480.0	157028
RefSeq_NZ_CP079657.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	26353	27172	-	0.0	1480.0	157028
RefSeq_NZ_CP079657.1	IncFII	Gram-negative	IS1	96.875	768	768	1.0	10425	11192	+	0.0	1278.0	157028
RefSeq_NZ_CP079670.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	78118	78938	-	0.0	1481.0	211813
RefSeq_NZ_CP079670.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	84919	85686	+	0.0	1386.0	211813
RefSeq_NZ_CP079670.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	211813
RefSeq_NZ_CP079670.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	69765	70477	+	0.0	1048.0	211813
RefSeq_NZ_CP079670.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	146146	146913	-	0.0	1043.0	211813
RefSeq_NZ_CP079674.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	78118	78938	-	0.0	1481.0	213013
RefSeq_NZ_CP079674.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	84919	85686	+	0.0	1386.0	213013
RefSeq_NZ_CP079674.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	213013
RefSeq_NZ_CP079674.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	69765	70477	+	0.0	1048.0	213013
RefSeq_NZ_CP079674.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	147346	148113	-	0.0	1043.0	213013
RefSeq_NZ_CP079684.1	IncFII	Gram-negative	ISEcp1	99.94	1656	1656	1.0	46114	47769	-	0.0	2983.0	120317
RefSeq_NZ_CP079684.1	IncFII	Gram-negative	IS26	99.759	830	859	0.966	70455	71283	+	0.0	1485.0	120317
RefSeq_NZ_CP079684.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	47948	48768	-	0.0	1481.0	120317
RefSeq_NZ_CP079684.1	IncFII	Gram-negative	IS26	99.758	828	859	0.964	51286	52113	-	0.0	1481.0	120317
RefSeq_NZ_CP079684.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	45233	46052	+	0.0	1480.0	120317
RefSeq_NZ_CP079684.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	39064	39884	+	0.0	1477.0	120317
RefSeq_NZ_CP079684.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	40833	41600	+	0.0	1386.0	120317
RefSeq_NZ_CP079685.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	8265	9085	+	0.0	1481.0	71306
RefSeq_NZ_CP079685.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	3378	4197	-	0.0	1480.0	71306
RefSeq_NZ_CP079685.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	40023	40790	+	0.0	1350.0	71306
RefSeq_NZ_CP079685.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	23878	24645	-	0.0	1350.0	71306
RefSeq_NZ_CP079694.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	17260	18080	-	0.0	1481.0	55146
RefSeq_NZ_CP079694.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	28070	28890	+	0.0	1481.0	55146
RefSeq_NZ_CP079694.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	14254	15073	+	0.0	1480.0	55146
RefSeq_NZ_CP079694.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	20680	21499	-	0.0	1480.0	55146
RefSeq_NZ_CP079694.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	3378	4197	-	0.0	1480.0	55146
RefSeq_NZ_CP079727.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	28501	30156	-	0.0	2987.0	133750
RefSeq_NZ_CP079727.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	20976	22631	-	0.0	2987.0	133750
RefSeq_NZ_CP079727.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	8491	9310	-	0.0	1480.0	133750
RefSeq_NZ_CP079727.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	33171	33991	-	0.0	1477.0	133750
RefSeq_NZ_CP079727.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	1039	1858	+	0.0	1475.0	133750
RefSeq_NZ_CP079727.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	16038	16830	-	0.0	1426.0	133750
RefSeq_NZ_CP079753.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	125647	126467	+	0.0	1477.0	167012
RefSeq_NZ_CP079753.1	IncFII	Gram-negative	IS26	99.758	825	859	0.96	100167	100990	+	0.0	1476.0	167012
RefSeq_NZ_CP079753.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	115653	116472	-	0.0	1475.0	167012
RefSeq_NZ_CP079753.1	IncFII	Gram-negative	IS1	98.141	753	768	0.98	139275	140024	-	0.0	1289.0	167012
