source_file	inc_group	organism_category	is_family	pident	align_length	ref_length	coverage	q_start	q_end	s_start	s_end	evalue	bitscore	plasmid_length
RefSeq_NZ_CP083037.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	93546	94365	841	22	0.0	1480.0	194848
RefSeq_NZ_CP083037.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	56533	57352	22	841	0.0	1475.0	194848
RefSeq_NZ_CP083037.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	112736	113555	841	22	0.0	1475.0	194848
RefSeq_NZ_CP083037.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	61943	62762	841	22	0.0	1475.0	194848
RefSeq_NZ_CP083037.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	65408	66200	49	841	0.0	1426.0	194848
RefSeq_NZ_CP083045.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	81178	81998	842	22	0.0	1481.0	216901
RefSeq_NZ_CP083045.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	99916	100735	22	841	0.0	1480.0	216901
RefSeq_NZ_CP083049.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	81178	81998	842	22	0.0	1481.0	216901
RefSeq_NZ_CP083049.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	99916	100735	22	841	0.0	1480.0	216901
RefSeq_NZ_CP083056.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	138307	139962	1656	1	0.0	2987.0	204868
RefSeq_NZ_CP083056.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	42335	43156	21	842	0.0	1483.0	204868
RefSeq_NZ_CP083056.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	170381	171202	843	22	0.0	1483.0	204868
RefSeq_NZ_CP083056.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	137426	138245	22	841	0.0	1480.0	204868
RefSeq_NZ_CP083056.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	39863	40682	841	22	0.0	1480.0	204868
RefSeq_NZ_CP083056.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	22449	23268	841	22	0.0	1480.0	204868
RefSeq_NZ_CP083056.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	131256	132076	22	842	0.0	1477.0	204868
RefSeq_NZ_CP083057.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	8265	9085	22	842	0.0	1481.0	73277
RefSeq_NZ_CP083057.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	3378	4197	841	22	0.0	1480.0	73277
RefSeq_NZ_CP083067.1	IncFII	Gram-negative	IS30	99.918	1221	1221	1.0	118863	120083	1221	1	0.0	2198.0	165099
RefSeq_NZ_CP083067.1	IncFII	Gram-negative	IS30	99.918	1221	1221	1.0	101322	102542	1	1221	0.0	2198.0	165099
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	71572	73227	1	1656	0.0	2987.0	190458
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	80208	81028	21	841	0.0	1481.0	190458
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	62300	63120	22	842	0.0	1481.0	190458
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	76789	77608	22	841	0.0	1480.0	190458
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	88945	89764	22	841	0.0	1480.0	190458
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	91951	92770	841	22	0.0	1480.0	190458
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	57599	58418	22	841	0.0	1475.0	190458
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	108346	109165	841	22	0.0	1475.0	190458
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	102936	103755	22	841	0.0	1475.0	190458
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	99498	100290	841	49	0.0	1426.0	190458
RefSeq_NZ_CP083082.1	IncFII	Gram-negative	IS1	99.834	4821	5747	0.839	87600	92420	5747	928	0.0	8655.0	199606
RefSeq_NZ_CP083484.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	52897	53716	22	841	0.0	1480.0	224105
RefSeq_NZ_CP083484.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	47745	48564	841	22	0.0	1480.0	224105
RefSeq_NZ_CP083484.1	IncFII	Gram-negative	IS903	99.091	550	550	1.0	3932	4481	1	550	0.0	970.0	224105
RefSeq_NZ_CP083498.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	54994	55815	21	842	0.0	1483.0	128175
RefSeq_NZ_CP083498.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	47518	48337	22	841	0.0	1466.0	128175
RefSeq_NZ_CP083498.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	65781	66600	22	841	0.0	1466.0	128175
RefSeq_NZ_CP083498.1	IncFII	Gram-negative	IS903	91.722	302	550	0.549	3979	4280	1	302	1.38e-120	433.0	128175
RefSeq_NZ_CP083513.1	IncFII	Gram-negative	IS5	99.682	1258	1258	1.0	110428	111685	1258	1	0.0	2251.0	171115
RefSeq_NZ_CP083513.1	IncFII	Gram-negative	IS30	99.754	1221	1221	1.0	76680	77900	1221	1	0.0	2189.0	171115
RefSeq_NZ_CP083513.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	62980	63803	845	22	0.0	1482.0	171115
RefSeq_NZ_CP083513.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	65848	66667	841	22	0.0	1480.0	171115
RefSeq_NZ_CP083513.1	IncFII	Gram-negative	IS903	91.391	302	550	0.549	13354	13655	1	302	2.25e-119	428.0	171115
RefSeq_NZ_CP083518.1	IncFII	Gram-negative	IS26	99.636	825	859	0.96	37687	38511	846	22	0.0	1475.0	45999
RefSeq_NZ_CP083531.1	IncFII	Gram-negative	IS5	99.682	1258	1258	1.0	43201	44458	1	1258	0.0	2251.0	155994
RefSeq_NZ_CP083531.1	IncFII	Gram-negative	IS30	99.754	1221	1221	1.0	76986	78206	1	1221	0.0	2189.0	155994
RefSeq_NZ_CP083531.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	82701	83520	22	841	0.0	1475.0	155994
RefSeq_NZ_CP083531.1	IncFII	Gram-negative	IS26	99.756	821	859	0.956	85565	86385	22	842	0.0	1472.0	155994
RefSeq_NZ_CP083531.1	IncFII	Gram-negative	IS903	91.722	302	550	0.549	126106	126407	302	1	1.68e-120	433.0	155994
RefSeq_NZ_CP083538.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	67670	68489	22	841	0.0	1480.0	142075
RefSeq_NZ_CP083538.1	IncFII	Gram-negative	IS26	99.635	823	859	0.958	50399	51221	20	842	0.0	1471.0	142075
RefSeq_NZ_CP083538.1	IncFII	Gram-negative	IS26	99.635	821	859	0.956	71445	72265	841	21	0.0	1468.0	142075
RefSeq_NZ_CP083538.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	58534	59353	22	841	0.0	1466.0	142075
RefSeq_NZ_CP083538.1	IncFII	Gram-negative	IS903	80.686	554	550	1.007	110492	111040	550	1	1.03e-141	503.0	142075
RefSeq_NZ_CP083634.1	IncFII	Gram-negative	IS26	99.639	831	859	0.967	102238	103068	13	841	0.0	1483.0	151102
RefSeq_NZ_CP083710.1	IncFII	Gram-negative	IS1	80.535	4074	5747	0.709	40902	44930	4942	928	0.0	3749.0	165418
RefSeq_NZ_CP083710.1	IncFII	Gram-negative	IS30	99.766	853	1221	0.699	113860	114712	370	1221	0.0	1526.0	165418
RefSeq_NZ_CP083710.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	34397	35217	22	842	0.0	1481.0	165418
RefSeq_NZ_CP083710.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	25580	26399	22	841	0.0	1480.0	165418
RefSeq_NZ_CP083769.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	125972	126792	842	22	0.0	1481.0	250893
RefSeq_NZ_CP083769.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	99360	100180	842	22	0.0	1481.0	250893
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	85133	86788	1	1656	0.0	2987.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	120141	121796	1656	1	0.0	2987.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	167394	169049	1	1656	0.0	2987.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	158122	158942	22	842	0.0	1481.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	189917	190736	841	22	0.0	1480.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	175617	176436	841	22	0.0	1480.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	98454	99273	22	841	0.0	1480.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	112754	113573	22	841	0.0	1480.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	115760	116579	841	22	0.0	1480.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	172611	173430	22	841	0.0	1480.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	206312	207131	841	22	0.0	1475.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	153421	154240	22	841	0.0	1475.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	200902	201721	22	841	0.0	1475.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	197464	198256	841	49	0.0	1426.0	271926
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	90934	91726	49	841	0.0	1426.0	271926
RefSeq_NZ_CP083798.1	IncFII	Gram-negative	IS26	99.878	822	859	0.957	26114	26935	843	22	0.0	1479.0	120982
RefSeq_NZ_CP083798.1	IncFII	Gram-negative	IS26	99.514	823	859	0.958	30215	31037	22	844	0.0	1467.0	120982
RefSeq_NZ_CP083798.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	33625	34444	22	841	0.0	1466.0	120982
RefSeq_NZ_CP083816.1	IncFII	Gram-negative	IS26	99.404	839	859	0.977	4345	5182	844	6	0.0	1488.0	154756
RefSeq_NZ_CP083816.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	16393	17212	22	841	0.0	1480.0	154756
RefSeq_NZ_CP083816.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	51301	52120	22	841	0.0	1480.0	154756
RefSeq_NZ_CP083820.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	27582	28402	21	841	0.0	1481.0	94721
RefSeq_NZ_CP083820.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	14093	14913	841	21	0.0	1477.0	94721
RefSeq_NZ_CP083820.1	IncFII	Gram-negative	IS26	99.637	827	859	0.963	8624	9448	15	841	0.0	1476.0	94721
RefSeq_NZ_CP083832.1	IncFII	Gram-negative	IS1	80.578	3496	5747	0.608	11155	14605	4942	1470	0.0	3206.0	119051
RefSeq_NZ_CP083832.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	9367	10186	841	22	0.0	1480.0	119051
RefSeq_NZ_CP083832.1	IncFII	Gram-negative	IS26	99.757	824	859	0.959	4697	5520	845	22	0.0	1478.0	119051
RefSeq_NZ_CP083867.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	50942	51762	842	22	0.0	1481.0	224320
RefSeq_NZ_CP083867.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	38480	39299	22	841	0.0	1480.0	224320
RefSeq_NZ_CP083867.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	46364	47183	22	841	0.0	1480.0	224320
RefSeq_NZ_CP083867.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	41486	42305	841	22	0.0	1480.0	224320
RefSeq_NZ_CP083867.1	IncFII	Gram-negative	IS26	99.757	824	859	0.959	61433	62256	845	22	0.0	1478.0	224320
RefSeq_NZ_CP083867.1	IncFII	Gram-negative	IS903	91.391	302	550	0.549	110773	111074	1	302	2.95e-119	428.0	224320
RefSeq_NZ_CP083875.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	18281	19100	841	22	0.0	1480.0	170625
RefSeq_NZ_CP083875.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	10394	11213	841	22	0.0	1480.0	170625
RefSeq_NZ_CP083875.1	IncFII	Gram-negative	IS26	99.757	824	859	0.959	160313	161136	22	845	0.0	1478.0	170625
RefSeq_NZ_CP083875.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	5819	6638	22	842	0.0	1473.0	170625
RefSeq_NZ_CP083875.1	IncFII	Gram-negative	IS26	99.635	823	859	0.958	15272	16094	22	841	0.0	1470.0	170625
RefSeq_NZ_CP083875.1	IncFII	Gram-negative	IS903	91.391	302	550	0.549	111496	111797	302	1	2.24e-119	428.0	170625
RefSeq_NZ_CP083878.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	107687	108507	842	22	0.0	1481.0	158041
RefSeq_NZ_CP083878.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	98231	99050	841	22	0.0	1480.0	158041
RefSeq_NZ_CP083878.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	95225	96044	22	841	0.0	1480.0	158041
RefSeq_NZ_CP083878.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	103109	103928	22	841	0.0	1480.0	158041
RefSeq_NZ_CP083878.1	IncFII	Gram-negative	IS26	99.757	824	859	0.959	118178	119001	845	22	0.0	1478.0	158041
RefSeq_NZ_CP083878.1	IncFII	Gram-negative	IS903	91.391	302	550	0.549	29893	30194	1	302	2.08e-119	428.0	158041
RefSeq_NZ_CP083881.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	156988	157808	842	22	0.0	1481.0	159955
RefSeq_NZ_CP083881.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	19366	20186	842	22	0.0	1481.0	159955
RefSeq_NZ_CP083881.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	6910	7729	22	841	0.0	1480.0	159955
RefSeq_NZ_CP083881.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	147533	148352	841	22	0.0	1480.0	159955
RefSeq_NZ_CP083881.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	9916	10735	841	22	0.0	1480.0	159955
RefSeq_NZ_CP083881.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	152410	153229	22	841	0.0	1480.0	159955
RefSeq_NZ_CP083881.1	IncFII	Gram-negative	IS26	99.757	824	859	0.959	29856	30679	845	22	0.0	1478.0	159955
RefSeq_NZ_CP083881.1	IncFII	Gram-negative	IS26	99.756	820	859	0.955	14793	15610	22	841	0.0	1468.0	159955
RefSeq_NZ_CP083881.1	IncFII	Gram-negative	IS26	99.514	823	859	0.958	144525	145346	22	841	0.0	1462.0	159955
RefSeq_NZ_CP083881.1	IncFII	Gram-negative	IS903	91.391	302	550	0.549	79196	79497	1	302	2.1e-119	428.0	159955
RefSeq_NZ_CP084027.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	169676	170495	22	841	0.0	1480.0	351436
RefSeq_NZ_CP084027.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	176552	177371	22	841	0.0	1480.0	351436
RefSeq_NZ_CP084027.1	IncFII	Gram-negative	IS26	99.878	822	859	0.957	205730	206551	843	22	0.0	1479.0	351436
RefSeq_NZ_CP084027.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	162364	163183	22	841	0.0	1475.0	351436
RefSeq_NZ_CP084045.1	IncFII	Gram-negative	ISEcp1	99.94	1656	1656	1.0	50106	51761	1656	1	0.0	2983.0	114409
RefSeq_NZ_CP084045.1	IncFII	Gram-negative	IS26	99.759	830	859	0.966	64545	65373	13	842	0.0	1485.0	114409
RefSeq_NZ_CP084045.1	IncFII	Gram-negative	IS26	99.759	829	859	0.965	55278	56106	848	21	0.0	1483.0	114409
RefSeq_NZ_CP084045.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	51940	52760	841	21	0.0	1481.0	114409
RefSeq_NZ_CP084045.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	49225	50044	22	841	0.0	1480.0	114409
RefSeq_NZ_CP084045.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	43055	43875	22	842	0.0	1477.0	114409
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	42976	44631	1	1656	0.0	2987.0	137142
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	73603	74423	841	21	0.0	1481.0	137142
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	33704	34524	22	842	0.0	1481.0	137142
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	56297	57116	22	841	0.0	1480.0	137142
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	70597	71416	22	841	0.0	1480.0	137142
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	29004	29823	22	841	0.0	1475.0	137142
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	77023	77842	841	22	0.0	1475.0	137142
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	48777	49569	49	841	0.0	1426.0	137142
RefSeq_NZ_CP084211.1	IncFII	Gram-negative	IS1	99.854	4799	5747	0.835	45165	49963	5747	950	0.0	8620.0	102745
RefSeq_NZ_CP084211.1	IncFII	Gram-negative	IS26	100.0	823	859	0.958	7755	8577	22	844	0.0	1485.0	102745
RefSeq_NZ_CP084211.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	26220	27041	843	22	0.0	1483.0	102745
RefSeq_NZ_CP084211.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	27301	28121	21	841	0.0	1481.0	102745
RefSeq_NZ_CP084211.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	97375	98197	841	19	0.0	1480.0	102745
RefSeq_NZ_CP084211.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	43217	44036	841	22	0.0	1480.0	102745
RefSeq_NZ_CP084211.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4393	5212	841	22	0.0	1480.0	102745
RefSeq_NZ_CP084242.1	IncFII	Gram-negative	IS26	99.879	825	859	0.96	189811	190635	17	841	0.0	1484.0	293653
RefSeq_NZ_CP084242.1	IncFII	Gram-negative	IS26	99.639	830	859	0.966	227973	228802	22	851	0.0	1484.0	293653
RefSeq_NZ_CP084242.1	IncFII	Gram-negative	IS26	99.284	838	859	0.976	161134	161971	841	5	0.0	1481.0	293653
RefSeq_NZ_CP084242.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	175291	176113	844	22	0.0	1480.0	293653
RefSeq_NZ_CP084242.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	157882	158701	841	22	0.0	1466.0	293653
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS1	99.854	4799	5747	0.835	70971	75769	5747	950	0.0	8620.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	99.758	827	859	0.963	140398	141224	19	845	0.0	1483.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	53106	53926	21	841	0.0	1481.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	17763	18583	841	21	0.0	1481.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	51999	52819	842	22	0.0	1481.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	147355	148177	841	19	0.0	1480.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	11041	11860	22	841	0.0	1480.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	13136	13955	22	841	0.0	1480.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	117871	118690	841	22	0.0	1480.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	69023	69842	841	22	0.0	1480.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	9237	10056	841	22	0.0	1480.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4393	5212	841	22	0.0	1480.0	152725
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS903	83.124	557	550	1.013	40247	40795	1	550	3.18e-161	568.0	152725
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS1	99.854	4799	5747	0.835	106712	111510	5747	950	0.0	8620.0	163933
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	158562	159385	842	19	0.0	1482.0	163933
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	48496	49319	21	844	0.0	1482.0	163933
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	88847	89667	21	841	0.0	1481.0	163933
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	11601	12421	841	21	0.0	1481.0	163933
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	6197	7016	22	841	0.0	1480.0	163933
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	104764	105583	841	22	0.0	1480.0	163933
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	87741	88560	841	22	0.0	1480.0	163933
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	67337	68156	841	22	0.0	1480.0	163933
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	139795	140614	22	841	0.0	1480.0	163933
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4393	5212	841	22	0.0	1480.0	163933
RefSeq_NZ_CP084498.1	IncFII	Gram-negative	IS903	83.124	557	550	1.013	34079	34627	1	550	3.41e-161	568.0	163933
RefSeq_NZ_CP084503.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	112904	114559	1	1656	0.0	2987.0	251955
RefSeq_NZ_CP084503.1	IncFII	Gram-negative	IS26	99.638	828	859	0.964	100688	101515	14	841	0.0	1480.0	251955
RefSeq_NZ_CP084503.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	103334	104153	22	841	0.0	1480.0	251955
RefSeq_NZ_CP084503.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	132475	133295	22	842	0.0	1477.0	251955
RefSeq_NZ_CP084503.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	35614	36434	842	22	0.0	1477.0	251955
RefSeq_NZ_CP084503.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	26021	26840	22	841	0.0	1475.0	251955
RefSeq_NZ_CP084504.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	96946	97768	841	19	0.0	1480.0	149924
RefSeq_NZ_CP084504.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	90941	91760	22	841	0.0	1480.0	149924
RefSeq_NZ_CP084504.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	100860	101679	841	22	0.0	1475.0	149924
RefSeq_NZ_CP084504.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	86240	87059	22	841	0.0	1475.0	149924
RefSeq_NZ_CP084708.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	45774	46595	841	20	0.0	1483.0	124300
RefSeq_NZ_CP084708.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	43551	44374	845	22	0.0	1482.0	124300
RefSeq_NZ_CP084708.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	116700	117519	22	841	0.0	1480.0	124300
RefSeq_NZ_CP084708.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	120244	121063	22	841	0.0	1475.0	124300
RefSeq_NZ_CP084745.1	IncFII	Gram-negative	IS1	99.854	4799	5747	0.835	52303	57101	5747	950	0.0	8620.0	128928
RefSeq_NZ_CP084745.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	123558	124380	841	19	0.0	1480.0	128928
RefSeq_NZ_CP084745.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	6197	7016	22	841	0.0	1480.0	128928
RefSeq_NZ_CP084745.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	34439	35258	22	841	0.0	1480.0	128928
RefSeq_NZ_CP084745.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	50355	51174	841	22	0.0	1480.0	128928
RefSeq_NZ_CP084745.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4393	5212	841	22	0.0	1480.0	128928
RefSeq_NZ_CP084745.1	IncFII	Gram-negative	IS26	99.756	821	859	0.956	10824	11644	841	21	0.0	1472.0	128928
RefSeq_NZ_CP084745.1	IncFII	Gram-negative	IS903	83.124	557	550	1.013	33302	33850	1	550	2.68e-161	568.0	128928
RefSeq_NZ_CP084747.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	56760	57581	20	841	0.0	1483.0	82121
RefSeq_NZ_CP084747.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	58981	59804	22	845	0.0	1482.0	82121
RefSeq_NZ_CP084747.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	67959	68778	841	22	0.0	1480.0	82121
RefSeq_NZ_CP084769.1	IncFII	Gram-negative	IS26	99.878	822	859	0.957	85066	85887	22	843	0.0	1479.0	379802
RefSeq_NZ_CP084774.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	74615	75434	841	22	0.0	1480.0	124980
RefSeq_NZ_CP084774.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	51447	52266	22	841	0.0	1480.0	124980
RefSeq_NZ_CP084774.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	54916	55735	22	841	0.0	1480.0	124980
RefSeq_NZ_CP084774.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	61442	62261	841	22	0.0	1480.0	124980
RefSeq_NZ_CP084774.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	42672	43491	841	22	0.0	1475.0	124980
RefSeq_NZ_CP084774.1	IncFII	Gram-negative	IS26	99.756	820	859	0.955	118086	118905	841	22	0.0	1471.0	124980
RefSeq_NZ_CP084774.1	IncFII	Gram-negative	IS26	100.0	633	859	0.737	52267	52899	654	22	0.0	1142.0	124980
RefSeq_NZ_CP084776.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4914	5733	22	841	0.0	1480.0	84354
RefSeq_NZ_CP084784.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	91085	91904	841	22	0.0	1480.0	195396
