plasmid_id	inc_type_x	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	n_amr_genes	n_vir_genes	n_stress_genes	n_total_hits	amr_genes	vir_genes	stress_genes	amr_classes	amr_subclasses
RefSeq_NZ_CP074095.1	IncFII	93933	1.1.2.4.7.897	1	1	2	4	7	897	0	6	0	6	none	mltE; pefA; rcK; spvB; spvD; traT	none	none	none
RefSeq_NZ_CP074097.1	IncFII	93933	1.1.2.4.7.897	1	1	2	4	7	897	0	6	0	6	none	mltE; pefA; rcK; spvB; spvD; traT	none	none	none
RefSeq_NZ_CP074099.1	IncFII	93933	1.1.2.4.7.897	1	1	2	4	7	897	0	6	0	6	none	mltE; pefA; rcK; spvB; spvD; traT	none	none	none
RefSeq_NZ_CP074152.1	IncFII	73531	1.1.2.4.7.1916	1	1	2	4	7	1916	1	0	0	1	blaFRI-11	none	none	BETA-LACTAM	CARBAPENEM
RefSeq_NZ_CP074155.1	IncFII	69715	1.1.2.4.7.1916	1	1	2	4	7	1916	1	0	0	1	blaFRI-11	none	none	BETA-LACTAM	CARBAPENEM
RefSeq_NZ_CP074157.1	IncFII	39849	1.1.2.4.7.1917	1	1	2	4	7	1917	0	0	0	0	none	none	none	none	none
RefSeq_NZ_CP074160.1	IncFII	191037	1.1.2.4.7.1918	1	1	2	4	7	1918	1	0	0	1	blaFRI-8	none	none	BETA-LACTAM	CARBAPENEM
RefSeq_NZ_CP074183.1	IncFII	136413	1.1.2.4.7.1919	1	1	2	4	7	1919	0	0	0	0	none	none	none	none	none
RefSeq_NZ_CP074184.1	IncFII	129579	1.1.2.4.7.1920	1	1	2	4	7	1920	0	0	0	0	none	none	none	none	none
RefSeq_NZ_CP074186.1	IncFII	102491	1.1.2.4.7.1921	1	1	2	4	7	1921	9	0	12	21	aac(6')-Ib-cr5; aadA16; arr-3; dfrA27; mph(A); mrx(A); qnrB91; sul1	none	arsA; arsB; arsC; arsD; arsR; merD; merE; merP; merR; merT; qacE; qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; MACROLIDE; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_CP074427.1	IncFII	70795	1.1.2.4.7.945	1	1	2	4	7	945	0	5	0	5	none	mltE; rcK; spvB; spvD	none	none	none
RefSeq_NZ_CP074430.1	IncFII	64327	1.1.2.4.7.945	1	1	2	4	7	945	1	4	0	5	blaTEM-1	mltE; rcK; spvB; spvD	none	BETA-LACTAM	BETA-LACTAM
RefSeq_NZ_CP074456.1	IncFII	114258	1.1.2.4.7.1925	1	1	2	4	7	1925	0	0	0	0	none	none	none	none	none
RefSeq_NZ_CP074524.1	IncFII	209959	1.1.2.4.7.23	1	1	2	4	7	23	5	0	23	28	aac(6')-Ib; aph(3')-Ia; mph(A); mrx(A); sul1	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; qacE; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; MACROLIDE; SULFONAMIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; KANAMYCIN; SULFONAMIDE
RefSeq_NZ_CP074529.1	IncFII	158574	1.1.2.4.7.23	1	1	2	4	7	23	0	0	19	19	none	none	arsA; arsB; arsC; arsD; arsR; pcoA; pcoB; pcoC; pcoD; pcoR; pcoS; silA; silB; silC; silE; silF; silP; silR; silS	none	none
RefSeq_NZ_CP074530.1	IncFII	110787	1.1.2.4.7.989	1	1	2	4	7	989	4	0	0	4	blaNDM-1; ble; rmtC; sul1	none	none	AMINOGLYCOSIDE; BETA-LACTAM; BLEOMYCIN; SULFONAMIDE	AMINOGLYCOSIDE; BLEOMYCIN; CARBAPENEM; SULFONAMIDE
RefSeq_NZ_CP074536.1	IncFII	212193	1.1.2.4.7.23	1	1	2	4	7	23	7	0	23	30	aadA2; aph(3')-Ia; catA1; dfrA12; mph(A); mrx(A); sul1	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; qacEdelta1; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; MACROLIDE; PHENICOL; SULFONAMIDE; TRIMETHOPRIM	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; CHLORAMPHENICOL; KANAMYCIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_CP074540.1	IncFII	157575	1.1.2.4.7.1227	1	1	2	4	7	1227	3	0	4	7	aac(6')-Ib; blaKPC-3; blaTEM	none	ncrA; ncrB; ncrC; ncrY	AMINOGLYCOSIDE; BETA-LACTAM	BETA-LACTAM; CARBAPENEM; GENTAMICIN
RefSeq_NZ_CP074542.1	IncFII	217630	1.1.2.4.7.23	1	1	2	4	7	23	8	0	23	31	aac(6')-Ib; aadA2; aph(3')-Ia; catA1; dfrA12; mph(A); mrx(A); sul1	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; qacEdelta1; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; MACROLIDE; PHENICOL; SULFONAMIDE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; CHLORAMPHENICOL; KANAMYCIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_CP074554.1	IncFII	142024	1.1.2.4.7.987	1	1	2	4	7	987	9	0	4	13	aac(6')-Ib; aadA1; aph(3'')-Ib; aph(6)-Id; blaKPC-3; blaOXA-9; blaTEM-1; dfrA14; sul2	none	ncrA; ncrB; ncrC; ncrY	AMINOGLYCOSIDE; BETA-LACTAM; SULFONAMIDE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/TOBRAMYCIN; BETA-LACTAM; CARBAPENEM; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_CP074559.1	IncFII	308362	1.1.2.4.7.23	1	1	2	4	7	23	11	0	27	38	aac(6')-Ib; aadA2; aph(3')-Ia; blaKPC-3; blaSHV-12; catA1; dfrA12; dfrA14; mph(A); mrx(A); sul1	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; ncrA; ncrB; ncrC; ncrY; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; qacEdelta1; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; BETA-LACTAM; MACROLIDE; PHENICOL; SULFONAMIDE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; CARBAPENEM; CEFIDEROCOL/CEPHALOSPORIN; CHLORAMPHENICOL; KANAMYCIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_CP074562.1	IncFII	321083	1.1.2.4.7.23	1	1	2	4	7	23	10	0	26	36	aph(3'')-Ib; aph(6)-Id; blaKPC-3; blaSHV-12; catA1; dfrA14; mph(A); mrx(A); sul2	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; ncrA; ncrB; ncrC; ncrY; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; BETA-LACTAM; MACROLIDE; PHENICOL; SULFONAMIDE; TRIMETHOPRIM	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; CARBAPENEM; CEFIDEROCOL/CEPHALOSPORIN; CHLORAMPHENICOL; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_CP074581.1	IncFII	137142	1.1.2.4.7.1112	1	1	2	4	7	1112	12	0	0	12	aac(3)-IIe; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id; blaCTX-M-15; blaOXA-1; blaTEM-1; catB3; dfrA14; qnrB1; sul2; tet(A)	none	none	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; PHENICOL; QUINOLONE; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; BETA-LACTAM; CEPHALOSPORIN; CHLORAMPHENICOL; GENTAMICIN; QUINOLONE; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP074662.1	IncFII	58711	1.1.2.4.7.957	1	1	2	4	7	957	0	5	0	5	none	mltE; rcK; spvB; spvD	none	none	none
RefSeq_NZ_CP074664.1	IncFII	93960	1.1.2.4.7.904	1	1	2	4	7	904	0	6	0	6	none	mltE; pefA; rcK; spvB; spvD; traT	none	none	none
RefSeq_NZ_CP074678.1	IncFII	203030	1.1.2.4.7.23	1	1	2	4	7	23	0	0	27	27	none	none	clpK; hdeD-GI; hsp20; kefB-GI; ncrA; ncrB; ncrC; ncrY; pcoA; pcoB; pcoC; pcoD; pcoR; pcoS; psi-GI; shsP; silA; silB; silC; silE; silF; silP; silR; silS; trxLHR; yfdX1; yfdX2	none	none
RefSeq_NZ_CP074681.1	IncFII	158291	1.1.2.4.7.56	1	1	2	4	7	56	1	15	0	16	blaTEM-1	cvaB; cvaC; iroB; iroC; iroD; iroE; iroN; iss; iucA; iucB; iucC; iucD; iutA; traT; tsh	none	BETA-LACTAM	BETA-LACTAM
RefSeq_NZ_CP074703.1	IncFII	116496	1.1.2.4.7.1926	1	1	2	4	7	1926	11	5	0	16	aac(3)-IId; aac(3)-IIe; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; blaTEM-1; dfrA17; floR; sul2; tet(B)	iucA; iucB; iucC; iucD; iutA	none	AMINOGLYCOSIDE; BETA-LACTAM; PHENICOL; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	BETA-LACTAM; CHLORAMPHENICOL/FLORFENICOL; GENTAMICIN; KANAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075057.1	IncFII	108031	1.1.2.4.7.1492	1	1	2	4	7	1492	13	0	1	14	aac(3)-IId; aac(6')-Ib-cr5; aadA5; aph(3'')-Ib; aph(6)-Id; blaTEM-1; dfrA17; mph(A); mrx(A); sul1; sul2; tet(B)	none	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; MACROLIDE; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; GENTAMICIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075111.1	IncFII	101510	1.1.2.4.7.1927	1	1	2	4	7	1927	0	0	0	0	none	none	none	none	none
RefSeq_NZ_CP075119.1	IncFII	61453	1.1.2.4.7.957	1	1	2	4	7	957	0	5	0	5	none	mltE; rcK; spvB; spvD	none	none	none
RefSeq_NZ_CP075121.1	IncFII	61453	1.1.2.4.7.957	1	1	2	4	7	957	0	5	0	5	none	mltE; rcK; spvB; spvD	none	none	none
RefSeq_NZ_CP075123.1	IncFII	61453	1.1.2.4.7.957	1	1	2	4	7	957	0	5	0	5	none	mltE; rcK; spvB; spvD	none	none	none
RefSeq_NZ_CP075131.1	IncFII	26158	1.1.2.4.7.1928	1	1	2	4	7	1928	0	0	0	0	none	none	none	none	none
RefSeq_NZ_CP075136.1	IncFII	26158	1.1.2.4.7.1929	1	1	2	4	7	1929	0	0	0	0	none	none	none	none	none
RefSeq_NZ_CP075142.1	IncFII	75400	1.1.2.4.7.897	1	1	2	4	7	897	0	5	0	5	none	mltE; pefA; rcK; traT	none	none	none
RefSeq_NZ_CP075253.1	IncFII	180602	1.1.2.4.7.1339	1	1	2	4	7	1339	12	4	1	17	aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; arr-3; dfrA27; mrx(A); sul1; sul2; tet(A)	iucA; iucB; iucC; iutA	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; MACROLIDE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; GENTAMICIN; KANAMYCIN; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075264.1	IncFII	181365	1.1.2.4.7.1339	1	1	2	4	7	1339	13	4	1	18	aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; arr-3; dfrA27; mph(A); mrx(A); sul1; sul2; tet(A)	iucA; iucB; iucC; iutA	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; MACROLIDE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; GENTAMICIN; KANAMYCIN; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075272.1	IncFII	181602	1.1.2.4.7.1339	1	1	2	4	7	1339	13	4	1	18	aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; arr-3; dfrA27; mph(A); mrx(A); sul1; sul2; tet(A)	iucA; iucB; iucC; iutA	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; MACROLIDE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; GENTAMICIN; KANAMYCIN; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075277.1	IncFII	214082	1.1.2.4.7.23	1	1	2	4	7	23	0	4	18	22	none	iucA; iucB; iucC; iutA	arsA; arsB; arsC; arsD; arsR; pcoA; pcoB; pcoC; pcoD; pcoR; pcoS; silA; silB; silC; silE; silP; silR; silS	none	none
RefSeq_NZ_CP075278.1	IncFII	75411	1.1.2.4.7.1055	1	1	2	4	7	1055	12	0	1	13	aac(6')-Ib-cr5; aadA16; arr-3; blaCTX-M-3; blaTEM-1; dfrA27; floR; mph(A); mrx(A); qnrS1; sul1; tet(A)	none	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; MACROLIDE; PHENICOL; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075288.1	IncFII	233263	1.1.2.4.7.23	1	1	2	4	7	23	7	0	25	32	aadA2; aph(3')-Ia; dfrA12; floR; mph(A); mrx(A); sul1	none	arsA; arsB; arsC; arsD; arsR; pcoA; pcoB; pcoC; pcoD; pcoR; pcoS; qacEdelta1; silA; silB; silC; silE; silF; silP; silR; silS; terA; terB; terC; terD; terE	AMINOGLYCOSIDE; MACROLIDE; PHENICOL; SULFONAMIDE; TRIMETHOPRIM	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; CHLORAMPHENICOL/FLORFENICOL; KANAMYCIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_CP075292.1	IncFII	180623	1.1.2.4.7.1339	1	1	2	4	7	1339	12	4	1	17	aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; arr-3; dfrA27; mrx(A); sul1; sul2; tet(A)	iucA; iucB; iucC; iutA	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; MACROLIDE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; GENTAMICIN; KANAMYCIN; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075297.1	IncFII	181601	1.1.2.4.7.1339	1	1	2	4	7	1339	13	4	1	18	aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; arr-3; dfrA27; mph(A); mrx(A); sul1; sul2; tet(A)	iucA; iucB; iucC; iutA	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; MACROLIDE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; GENTAMICIN; KANAMYCIN; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075304.1	IncFII	181344	1.1.2.4.7.1339	1	1	2	4	7	1339	13	4	1	18	aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; arr-3; dfrA27; mph(A); mrx(A); sul1; sul2; tet(A)	iucA; iucB; iucC; iutA	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; MACROLIDE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; GENTAMICIN; KANAMYCIN; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075309.1	IncFII	153680	1.1.2.4.7.1339	1	1	2	4	7	1339	0	4	0	4	none	iucA; iucB; iucC; iutA	none	none	none
RefSeq_NZ_CP075310.1	IncFII	122086	1.1.2.4.7.594	1	1	2	4	7	594	6	0	0	6	blaLAP-2; dfrA14; floR; qnrS1; sul2; tet(A)	none	none	BETA-LACTAM; PHENICOL; QUINOLONE; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	BETA-LACTAM; CHLORAMPHENICOL/FLORFENICOL; QUINOLONE; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075318.1	IncFII	105939	1.1.2.4.7.940	1	1	2	4	7	940	1	0	4	5	blaKPC-2	none	merC; merP; merR; merT	BETA-LACTAM	CARBAPENEM
RefSeq_NZ_CP075347.1	IncFII	60421	1.1.2.4.7.1930	1	1	2	4	7	1930	0	0	0	0	none	none	none	none	none
RefSeq_NZ_CP075453.1	IncFII	181365	1.1.2.4.7.1339	1	1	2	4	7	1339	13	4	1	18	aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; arr-3; dfrA27; mph(A); mrx(A); sul1; sul2; tet(A)	iucA; iucB; iucC; iutA	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; MACROLIDE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; GENTAMICIN; KANAMYCIN; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075458.1	IncFII	180315	1.1.2.4.7.1339	1	1	2	4	7	1339	12	4	0	16	aac(3)-II; aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(6)-Id; arr-3; dfrA27; mph(A); mrx(A); sul1; sul2	iucA; iucB; iucC; iutA	none	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; MACROLIDE; RIFAMYCIN; SULFONAMIDE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; GENTAMICIN; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_CP075483.1	IncFII	76891	1.1.2.4.7.846	1	1	2	4	7	846	5	0	0	5	blaCTX-M-55; blaTEM; erm(B); mph(A); mrx(A)	none	none	BETA-LACTAM; LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN; MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; CEPHALOSPORIN; CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B
RefSeq_NZ_CP075549.1	IncFII	181365	1.1.2.4.7.1339	1	1	2	4	7	1339	13	4	1	18	aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; arr-3; dfrA27; mph(A); mrx(A); sul1; sul2; tet(A)	iucA; iucB; iucC; iutA	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; MACROLIDE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; GENTAMICIN; KANAMYCIN; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075553.1	IncFII	214082	1.1.2.4.7.23	1	1	2	4	7	23	0	4	18	22	none	iucA; iucB; iucC; iutA	arsA; arsB; arsC; arsD; arsR; pcoA; pcoB; pcoC; pcoD; pcoR; pcoS; silA; silB; silC; silE; silP; silR; silS	none	none
RefSeq_NZ_CP075554.1	IncFII	75824	1.1.2.4.7.1055	1	1	2	4	7	1055	15	0	1	16	aac(3)-II; aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3')-Ia; arr-3; blaCTX-M-3; blaTEM-1; dfrA27; floR; mph(A); mrx(A); qnrS1; sul1; tet(A)	none	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; MACROLIDE; PHENICOL; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; GENTAMICIN; KANAMYCIN; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP075592.1	IncFII	182204	1.1.2.4.7.23	1	1	2	4	7	23	3	0	27	30	aac(3)-IIe; blaCTX-M-15; blaTEM-1	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; merA; merD; merE; merR; merT; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; BETA-LACTAM	BETA-LACTAM; CEPHALOSPORIN; GENTAMICIN
RefSeq_NZ_CP075633.1	IncFII	120601	1.1.2.4.7.1933	1	1	2	4	7	1933	0	7	0	7	none	ehxA; iucA; iucB; iucC; iucD; iutA; senB	none	none	none
RefSeq_NZ_CP075667.1	IncFII	48758	1.1.2.4.7.1934	1	1	2	4	7	1934	0	5	0	5	none	iucA; iucB; iucC; iucD; iutA	none	none	none
RefSeq_NZ_CP075888.1	IncFII	70940	1.1.2.4.7.1936	1	1	2	4	7	1936	0	0	0	0	none	none	none	none	none
RefSeq_NZ_CP075891.1	IncFII	187495	1.1.2.4.7.23	1	1	2	4	7	23	3	0	20	23	mph(A); mrx(A); tet(A)	none	arsA; arsB; arsC; arsD; arsR; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; silA; silB; silC; silE; silF; silP; silR; silS	MACROLIDE; TETRACYCLINE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; TETRACYCLINE
RefSeq_NZ_CP075892.1	IncFII	97674	1.1.2.4.7.974	1	1	2	4	7	974	3	0	0	3	aac(6')-Ib; blaNDM-1; ble	none	none	AMINOGLYCOSIDE; BETA-LACTAM; BLEOMYCIN	AMIKACIN/KANAMYCIN/TOBRAMYCIN; BLEOMYCIN; CARBAPENEM
RefSeq_NZ_CP076032.1	IncFII	145073	1.1.2.4.7.940	1	1	2	4	7	940	21	0	2	23	aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; arr-3; blaTEM-1; catA2; dfrA27; floR; mcr-8.2; mph(A); mrx(A); qnrB6; sul1; sul2; tet(A)	none	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; COLISTIN; MACROLIDE; PHENICOL; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; CHLORAMPHENICOL; CHLORAMPHENICOL/FLORFENICOL; COLISTIN; GENTAMICIN; KANAMYCIN; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_CP076034.1	IncFII	95351	1.1.2.4.7.846	1	1	2	4	7	846	8	0	0	8	aph(3')-IIa; blaCTX-M-55; blaTEM; blaTEM-1; ble; fosA3; oqxA2; oqxB	none	none	AMINOGLYCOSIDE; BETA-LACTAM; BLEOMYCIN; FOSFOMYCIN; PHENICOL/QUINOLONE	BETA-LACTAM; BLEOMYCIN; CEPHALOSPORIN; FOSFOMYCIN; KANAMYCIN; PHENICOL/QUINOLONE
